,poistion,track_name,artist,popularity,followers,gen_1,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,explicit,track_id,art_id,album,year
487,88,No Money,Galantis,66,3290609,Dance,0.671,0.916,6,-4.014,0,0.0397,0.00762,0.24,0.803,126.01,189127,4,FALSE,0gb1J5UrTpzaU1s3nupgCd,4sTQVOfp9vEMCemLw50sbu,No Money,2016
488,89,Side To Side,Ariana Grande,67,85188706,Dance,0.65,0.736,6,-5.84,0,0.229,0,0.235,0.613,159.173,226160,4,TRUE,43bCmCI0nSgcT7QdMXY6LV,66CXWjxzNUsdJxJ2JdwvnR,Dangerous Woman,2016
489,90,Never Be Like You (feat. Kai),Flume,66,2327954,Dance,0.444,0.557,0,-5.476,1,0.0602,0,0.152,0.296,115.058,234910,4,TRUE,5WI2ltQIdwgzf1SNE76JyR,6nxWCVXbOlEVRexSbLsTer,Skin,2016
490,91,Same Old Love,Selena Gomez,66,38617185,Dance,0.672,0.593,11,-4.01,0,0.0304,0,0.214,0.438,98.02,229080,4,FALSE,1BZG99C7Co1r6QUC3zaS59,0C8ZW7ezQVs4URX5aX7Kqx,Revival (Deluxe),2016
491,92,Alaska,Maggie Rogers,66,882022,Indie,0.847,0.386,9,-10.668,0,0.0507,0.00176,0.108,0.178,104.001,188000,4,FALSE,4HfLQJtVT1KiX1eVedDyTm,4NZvixzsSefsNiIqXn0NDe,Heard It In A Past Life,2016
492,94,One Call Away,Charlie Puth,66,18414209,Dance,0.667,0.613,1,-5.353,1,0.0344,0,0.115,0.47,91.024,194453,4,FALSE,7soJgKhQTO8hLP2JPRkL5O,6VuMaDnrHyPL1p4EHjYLi7,Nine Track Mind,2016
493,95,Hotter Than Hell,Dua Lipa,65,37375109,Dance,0.532,0.868,3,-4.23,0,0.0908,0,0.0584,0.529,110.127,187958,4,FALSE,5eTNdkstwKaNahHf41fJ9u,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa (Deluxe),2016
494,96,Final Song,MØ,65,1398019,Dance,0.695,0.672,1,-6.109,0,0.0345,7.95E-05,0.0756,0.245,104.988,235827,4,FALSE,4qqArAiTPueDxIp7cf87h7,0bdfiayQAKewqEvaU6rXCv,Final Song,2016
495,97,Hide Away,Daya,65,1440201,EDM,0.884,0.826,11,-3.672,0,0.0853,2.29E-06,0.0651,0.465,94.997,191368,4,FALSE,7fPyCCiXVwbzPQ1MtoUChl,6Dd3NScHWwnW6obMFbl1BH,"Sit Still, Look Pretty",2016
496,98,Here,Alessia Cara,65,10882398,R&B,0.376,0.822,0,-3.974,1,0.104,0,0.0841,0.327,120.493,199453,4,FALSE,664gdARxaClFsoF5SXKOws,2wUjUUtkb5lvLKcGKsKqsR,Know-It-All (Deluxe),2016
497,99,HandClap,Fitz and The Tantrums,64,801254,Indie,0.636,0.836,8,-3.004,1,0.0427,0.000157,0.0828,0.715,139.956,193253,4,FALSE,4qRaZYiaOsSvWC7VgcxrI0,4AcHt3JxKy59IX7JNNlZn4,Fitz and The Tantrums (Deluxe Edition),2016
498,100,Sexual,NEIKED,64,133208,Dance,0.797,0.567,2,-7.503,1,0.0651,0,0.0705,0.843,108.024,188889,4,FALSE,5fKBwqSTuCbnJlCOpeRa3o,5H6xmHXjsq98NLbEjuE29f,Sexual,2016
499,1,Shape of You,Ed Sheeran,85,105492653,Pop,0.825,0.652,1,-3.183,0,0.0802,0,0.0931,0.931,95.977,233713,4,FALSE,7qiZfU4dY1lWllzX7mPBI3,6eUKZXaKkcviH0Ku9w2n3V,÷ (Deluxe),2017
500,2,Believer,Imagine Dragons,87,43605162,Rock,0.776,0.78,10,-4.374,0,0.128,0,0.081,0.666,124.949,204347,4,FALSE,0pqnGHJpmpxLKifKRmU6WP,53XhwfbYqKCa1cC15pYq2q,Evolve,2017
501,3,Despacito,Luis Fonsi,79,10717773,Latin,0.655,0.797,2,-4.787,1,0.153,0,0.067,0.839,177.928,229360,4,FALSE,6habFhsOp2NvshLv26DqMb,4V8Sr092TqfHkfAA5fXXqG,VIDA,2017
502,4,Bad Things (with Camila Cabello),Machine Gun Kelly,71,4877797,Hip Hop,0.697,0.691,2,-4.757,1,0.146,0,0.185,0.305,137.853,239293,4,FALSE,1PSBzsahR2AKwLJgx8ehBj,6TIYQ3jFPwQSRmorSezPxX,bloom,2017
503,5,Rockabye (feat. Sean Paul & Anne-Marie),Clean Bandit,74,4984411,Dance,0.72,0.763,9,-4.068,0,0.0523,0,0.18,0.742,101.965,251088,4,FALSE,5knuzwU65gJK7IF5yJsuaW,6MDME20pz9RveH9rEXvrOM,Rockabye (feat. Sean Paul & Anne-Marie),2017
504,6,Havana (feat. Young Thug),Camila Cabello,79,28613431,Dance,0.765,0.523,2,-4.333,1,0.03,3.56E-05,0.132,0.394,104.988,217307,4,FALSE,1rfofaqEpACxVEHIZBJe6W,4nDoRrQiYLoBzwC5BhVJzF,Camila,2017
505,7,Thunder,Imagine Dragons,84,43605162,Rock,0.605,0.822,0,-4.833,1,0.0438,0.134,0.147,0.288,167.997,187147,4,FALSE,1zB4vmk8tFRmM9UULNzbLB,53XhwfbYqKCa1cC15pYq2q,Evolve,2017
506,8,Don't Wanna Know (feat. Kendrick Lamar),Maroon 5,61,38716706,Pop,0.783,0.61,7,-6.124,1,0.0696,0,0.0983,0.418,100.047,214265,4,FALSE,1nueTG77MzNkJTKQ0ZdGzT,04gDigrS5kc9YWfZHwBETP,Red Pill Blues (Deluxe),2017
507,9,Something Just Like This,The Chainsmokers,84,19679978,Dance,0.617,0.635,11,-6.769,0,0.0317,1.44E-05,0.164,0.446,103.019,247160,4,FALSE,6RUKPb4LETWmmr3iAEQktW,69GGBxA162lTqCwzJG5jLp,Memories...Do Not Open,2017
508,10,Perfect,Ed Sheeran,87,105492653,Pop,0.599,0.448,8,-6.312,1,0.0232,0,0.106,0.168,95.05,263400,3,FALSE,0tgVpDi06FyKpA1z0VMD4v,6eUKZXaKkcviH0Ku9w2n3V,÷ (Deluxe),2017
509,11,There's Nothing Holdin' Me Back,Shawn Mendes,85,39941886,Pop,0.866,0.813,11,-4.063,0,0.0554,0,0.0779,0.969,121.998,199440,4,FALSE,7JJmb5XwzOO8jgpou264Ml,7n2wHs1TKAczGzO7Dd2rGr,Illuminate (Deluxe),2017
510,12,Say You Won't Let Go,James Arthur,85,10626843,Pop,0.358,0.557,10,-7.398,1,0.059,0,0.0902,0.494,85.043,211467,4,FALSE,5uCax9HTNlzGybIStD3vDh,4IWBUUAFIplrNtaOHcJPRM,Back from the Edge,2017
511,13,Bored,Billie Eilish,84,72417216,EDM,0.614,0.318,7,-12.695,1,0.0478,0.00239,0.0795,0.112,119.959,180933,4,FALSE,04sN26COy28wTXYj3dMoiZ,6qqNVTkY8uBg9cP3Jd7DAH,Bored,2017
512,14,Love On The Brain,Rihanna,84,51162263,Pop,0.509,0.637,4,-4.83,0,0.0471,1.08E-05,0.0789,0.378,172.006,224000,3,TRUE,5oO3drDxtziYU2H1X23ZIp,5pKCCKE2ajJHZ9KAiaK11H,ANTI (Deluxe),2017
513,15,Jocelyn Flores,XXXTENTACION,84,39120306,EDM,0.872,0.391,0,-9.144,0,0.242,4.13E-06,0.297,0.437,134.021,119133,4,TRUE,7m9OqQk4RVRkw9JJdeAw96,15UsOTVnJzReFVN1VCnxy4,17,2017
514,16,goosebumps,Travis Scott,84,21413547,Rap,0.841,0.728,7,-3.37,1,0.0484,0,0.149,0.43,130.049,243837,4,TRUE,6gBFPUFcJLzWGx4lenP6h2,0Y5tJX1MQlPlqiwlOH1tJY,Birds In The Trap Sing McKnight,2017
515,17,HUMBLE.,Kendrick Lamar,83,22093154,Hip Hop,0.908,0.621,1,-6.638,0,0.102,5.39E-05,0.0958,0.421,150.011,177000,4,TRUE,7KXjTSCq5nL1LoYtL7XAwS,2YZyLoL8N0Wb9xBt1NhZWg,DAMN.,2017
516,18,Sign of the Times,Harry Styles,83,24543919,Pop,0.516,0.595,5,-4.63,1,0.0313,0,0.109,0.222,119.972,340707,4,FALSE,5Ohxk2dO5COHF1krpoPigN,6KImCVD70vtIoJWnq6nGn3,Harry Styles,2017
517,19,That's What I Like,Bruno Mars,83,44538470,Dance,0.853,0.56,1,-4.961,1,0.0406,0,0.0944,0.86,134.066,206693,4,FALSE,0KKkJNfGyhkQ5aFogxQAPU,0du5cEVh5yTK9QJze8zA0C,24K Magic,2017
518,20,Mask Off,Future,82,12514791,Hip Hop,0.833,0.434,2,-8.795,1,0.431,0.0219,0.165,0.281,150.062,204600,4,TRUE,0VgkVdmE4gld66l8iyGjgx,1RyvyyTE3xzB2ZywiAwp0i,FUTURE,2017
519,21,Passionfruit,Drake,82,69172212,Hip Hop,0.809,0.463,11,-11.377,1,0.0396,0.085,0.109,0.364,111.98,298941,4,TRUE,5mCPDVBb16L4XQwDdbRUpz,3TVXtAsR1Inumwj472S9r4,More Life,2017
520,22,XO Tour Llif3,Lil Uzi Vert,82,14077353,Rap,0.732,0.75,11,-6.366,0,0.231,0,0.109,0.401,155.096,182707,4,TRUE,7GX5flRQZVHRAGd6B4TmDO,4O15NlyKLIASxsJ0PrXPfz,Luv Is Rage 2,2017
521,23,Little Dark Age,MGMT,82,2647329,Dance,0.705,0.712,6,-6.156,1,0.0385,0.000855,0.1,0.62,97.512,299960,4,FALSE,2Y0iGXY6m6immVb2ktbseM,0SwO7SWeDHJijQ3XNS7xEE,Little Dark Age,2017
522,24,No Lie,Sean Paul,82,4126205,Dance,0.742,0.882,7,-2.862,1,0.117,0,0.206,0.463,102.04,221176,4,FALSE,48QmG1dfvMuYLxMPt7KSRA,3Isy6kedDrgPYoTS1dazA9,Mad Love The Prequel,2017
523,25,Attention,Charlie Puth,82,18414209,Dance,0.775,0.613,3,-4.586,0,0.0542,2.33E-05,0.134,0.797,100.066,208787,4,FALSE,5cF0dROlMOK5uNZtivgu50,6VuMaDnrHyPL1p4EHjYLi7,Voicenotes,2017
524,26,Redbone,Childish Gambino,82,10037142,Hip Hop,0.745,0.353,1,-10.614,1,0.0983,0.00662,0.118,0.598,160.111,326933,4,TRUE,0WtDGnWL2KrMCk0mI1Gpwz,73sIBHcqh3Z3NyqHKZ7FOL,"""Awaken, My Love!""",2017
525,27,LOVE. FEAT. ZACARI.,Kendrick Lamar,82,22093154,Hip Hop,0.8,0.585,10,-7.343,1,0.0924,0,0.153,0.779,126.058,213400,4,TRUE,6PGoSes0D9eUDeeAafB2As,2YZyLoL8N0Wb9xBt1NhZWg,DAMN.,2017
526,28,Hold On,Chord Overstreet,81,148961,Pop,0.618,0.443,2,-9.681,1,0.0526,0,0.0829,0.167,119.949,198853,4,FALSE,5vjLSffimiIP26QG5WcN2K,5D3muNJhYYunbRkh3FKgX0,Hold On,2017
527,29,Congratulations,Post Malone,81,38874119,Rap,0.63,0.804,6,-4.183,1,0.0363,0,0.253,0.492,123.146,220293,4,TRUE,3a1lNhkSLSkpJE4MSHpDu9,246dkjvS1zLTtiykXe5h60,Stoney (Deluxe),2017
528,30,Mercy,Shawn Mendes,81,39941886,Pop,0.555,0.662,11,-4.952,0,0.0827,0,0.111,0.356,148.128,208733,4,FALSE,0AS63m1wHv9n4VVRizK6Hc,7n2wHs1TKAczGzO7Dd2rGr,Illuminate (Deluxe),2017
529,31,Unforgettable,French Montana,81,4750149,Rap,0.726,0.769,6,-5.043,1,0.123,0.0101,0.104,0.733,97.985,233902,4,TRUE,3B54sVLJ402zGa6Xm4YGNe,6vXTefBL93Dj5IqAWq6OTv,Jungle Rules,2017
530,32,Whatever It Takes,Imagine Dragons,81,43605162,Rock,0.672,0.655,10,-5.021,0,0.0311,0,0.117,0.556,134.945,201240,4,FALSE,6Qn5zhYkTa37e91HC1D7lb,53XhwfbYqKCa1cC15pYq2q,Evolve,2017
531,33,I Feel It Coming,The Weeknd,80,53182739,R&B,0.773,0.819,0,-5.946,0,0.118,0,0.0679,0.585,92.987,269187,4,FALSE,3dhjNA0jGA8vHBQ1VdD6vV,1Xyo4u8uXC1ZmMpatF05PJ,Starboy,2017
532,34,New Rules,Dua Lipa,80,37375109,Dance,0.762,0.7,9,-6.021,0,0.0694,1.56E-05,0.153,0.608,116.073,209320,4,FALSE,2ekn2ttSfGqwhhate0LSR0,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa (Deluxe),2017
533,35,Happier,Ed Sheeran,80,105492653,Pop,0.522,0.385,0,-7.355,1,0.0288,0,0.135,0.236,89.792,207520,4,FALSE,2RttW7RAu5nOAfq6YFvApB,6eUKZXaKkcviH0Ku9w2n3V,÷ (Deluxe),2017
534,36,Young Dumb & Broke,Khalid,79,15636032,Pop,0.799,0.539,1,-6.351,1,0.0421,1.66E-05,0.165,0.394,136.948,202547,4,FALSE,5Z3GHaZ6ec9bsiI5BenrbY,6LuN9FCkKOj5PcnpouEgny,American Teen,2017
535,37,I Don’t Wanna Live Forever (Fifty Shades Darker),Taylor Swift,79,21593264,Dance,0.731,0.445,0,-8.418,1,0.0533,1.96E-05,0.14,0.106,117.97,247160,4,FALSE,55n9yjI6qqXh5F2mYvUc2y,5ZsFI1h6hIdQRw2ti0hz81,reputation Stadium Tour Surprise Song Playlist,2017
536,38,More Than You Know,Axwell /\ Ingrosso,79,2409384,Dance,0.646,0.741,5,-4.973,0,0.034,0,0.312,0.571,123.077,203000,4,FALSE,6h5PAsRni4IRlxWr6uDPTP,2XnBwblw31dfGnspMIwgWz,More Than You Know,2017
537,39,Human,Rag'n'Bone Man,79,1622208,Soul,0.602,0.707,9,-4.097,1,0.302,0,0.165,0.554,75.087,200187,4,FALSE,58zsLZPvfflaiIbNWoA22O,4f9iBmdUOhQWeP7dcAn1pf,Human (Deluxe),2017
538,40,DNA.,Kendrick Lamar,79,22093154,Hip Hop,0.638,0.523,1,-6.664,1,0.357,0,0.0842,0.422,139.913,185947,4,TRUE,6HZILIRieu8S0iqY8kIKhj,2YZyLoL8N0Wb9xBt1NhZWg,DAMN.,2017
539,41,I Fall Apart,Post Malone,79,38874119,Rap,0.556,0.538,8,-5.408,0,0.0382,0,0.196,0.291,143.95,223347,4,TRUE,75ZvA4QfFiZvzhj2xkaWAh,246dkjvS1zLTtiykXe5h60,Stoney (Deluxe),2017
540,42,Look What You Made Me Do,Taylor Swift,79,62872493,Pop,0.766,0.709,9,-6.471,0,0.123,1.41E-05,0.126,0.506,128.07,211853,4,FALSE,1P17dC1amhFzptugyAO7Il,06HL4z0CvFAxyc27GXpf02,reputation,2017
541,43,24K Magic,Bruno Mars,79,44538470,Dance,0.818,0.803,1,-4.282,1,0.0797,0,0.153,0.632,106.97,225983,4,FALSE,6b8Be6ljOzmkOmFslEb23P,0du5cEVh5yTK9QJze8zA0C,24K Magic,2017
542,44,BUTTERFLY EFFECT,Travis Scott,78,21413547,Rap,0.763,0.628,11,-5.85,1,0.05,0,0.114,0.193,140.958,190557,4,FALSE,2cYqizR4lgvp4Qu6IQ3qGN,0Y5tJX1MQlPlqiwlOH1tJY,ASTROWORLD,2017
543,45,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,78,6895059,Rap,0.839,0.81,5,-5.274,0,0.0568,0,0.117,0.814,129.014,209269,4,TRUE,1f5cbQtDrykjarZVrShaDI,31W5EY0aAly4Qieq6OFu6I,The Bigger Artist,2017
544,46,Galway Girl,Ed Sheeran,78,105492653,Pop,0.624,0.876,9,-3.374,1,0.1,0,0.327,0.781,99.943,170827,4,FALSE,0afhq8XCExXpqazXczTSve,6eUKZXaKkcviH0Ku9w2n3V,÷ (Deluxe),2017
545,47,Magnolia,Playboi Carti,78,7225753,Hip Hop,0.791,0.582,11,-7.323,0,0.286,0,0.35,0.443,162.991,181812,4,TRUE,1e1JKLEDKP7hEQzJfNAgPl,699OTQXzgjhIYAHMy9RyPD,Playboi Carti,2017
546,48,Bank Account,21 Savage,78,12107195,Hip Hop,0.884,0.347,8,-8.227,0,0.35,7.00E-06,0.0871,0.376,75.016,220307,4,TRUE,5eqK0tbzUPo2SoeZsov04s,1URnnhqYAYcrqrcwql10ft,Issa Album,2017
547,49,Him & I (with Halsey),G-Eazy,78,5111661,Indie,0.589,0.731,2,-6.343,1,0.0868,0,0.308,0.191,87.908,268867,4,TRUE,5k38wzpLb15YgncyWdTZE4,02kJSzxNuaWGqwubyUba0Z,The Beautiful & Damned,2017
548,50,Without You (feat. Sandro Cavazza),Avicii,77,22277533,Dance,0.662,0.858,2,-4.844,1,0.0428,0,0.0456,0.295,133.993,181673,4,TRUE,6Pgkp4qUoTmJIPn7ReaGxL,1vCWHaC5f2uS3yhpwWbIA6,AVĪCI (01),2017
549,51,Location,Khalid,77,15636032,Pop,0.736,0.449,1,-11.462,0,0.425,0.000162,0.0898,0.326,80.126,219080,4,FALSE,152lZdxL1OR0ZMW6KquMif,6LuN9FCkKOj5PcnpouEgny,American Teen,2017
550,52,Castle on the Hill,Ed Sheeran,78,105492653,Pop,0.461,0.834,2,-4.868,1,0.0989,1.14E-05,0.14,0.471,135.007,261154,4,FALSE,6PCUP3dWmTjcTtXY02oFdT,6eUKZXaKkcviH0Ku9w2n3V,÷ (Deluxe),2017
551,53,Scared to Be Lonely,Martin Garrix,77,15656461,Dance,0.584,0.54,1,-7.786,0,0.0576,0,0.261,0.195,137.972,220883,4,FALSE,3ebXMykcMXOcLeJ9xZ17XH,60d24wfXkVzDSfLS6hyCjZ,Scared to Be Lonely,2017
552,54,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,77,22985542,Dance,0.893,0.745,11,-3.105,0,0.0571,0,0.0943,0.872,101.018,223413,4,TRUE,5bcTCxgc7xVfSaMV3RuVke,7CajNmpbOovFoOoasH2HaY,Funk Wav Bounces Vol.1,2017
553,55,Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,77,241739,Rap,0.886,0.427,6,-10.028,1,0.145,0.00099,0.0906,0.23,108.034,177184,4,TRUE,5uDASfU19gDxSjW8cnCaBp,2hWs22BmQkK4czFtDLnar2,Chill Bill (feat. J. Davi$ & Spooks),2017
554,56,Love Galore (feat. Travis Scott),SZA,76,8785980,Pop,0.795,0.594,0,-6.2,1,0.0748,0,0.162,0.409,135.002,275080,4,TRUE,0q75NwOoFiARAVp4EXU4Bs,7tYKF4w9nC0nq9CsPZTHyP,Ctrl,2017
555,57,1-800-273-8255,Logic,76,5812874,Hip Hop,0.62,0.574,5,-7.788,0,0.0479,0,0.19,0.357,100.023,250173,4,TRUE,5tz69p7tJuGPeMGwNTxYuV,4xRYI6VqpkE3UwrDrAZL8L,Everybody,2017
556,58,Feel It Still,Portugal. The Man,76,1338079,Rock,0.801,0.795,1,-5.115,0,0.0504,0.000113,0.0717,0.754,79.028,163253,4,FALSE,6QgjcU0zLnzq5OrUoSZ3OK,4kI8Ie27vjvonwaB2ePh8T,Woodstock,2017
557,59,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,76,21593264,Dance,0.259,0.437,11,-6.589,0,0.0386,1.32E-06,0.106,0.0951,180.042,239000,4,FALSE,1j4kHkkpqZRBwE0A4CN4Yv,5ZsFI1h6hIdQRw2ti0hz81,Dusk Till Dawn (feat. Sia) [Radio Edit],2017
558,60,"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,76,8217858,Dance,0.664,0.708,8,-4.154,1,0.0474,0,0.0841,0.742,103.07,174800,4,FALSE,5Gu0PDLN4YJeW75PpBSg9p,5p7f24Rk5HkUZsaS3BLG5F,"Let Me Go (with Alesso, Florida Georgia Line & watt)",2017
559,61,Swang,Rae Sremmurd,76,6982790,Hip Hop,0.681,0.314,8,-9.319,1,0.0581,9.82E-06,0.1,0.166,139.992,208120,4,TRUE,6mapJIPnQ23RTAevUoE0DL,7iZtZyCzp3LItcw1wtPI3D,SremmLife 2 (Deluxe),2017
560,62,Bad and Boujee (feat. Lil Uzi Vert),Migos,75,12736744,Hip Hop,0.926,0.666,11,-5.314,1,0.244,0,0.123,0.168,127.079,343150,4,TRUE,0M9ydKzuF3oZTfYYPfaGX1,6oMuImdp5ZcFhWP0ESe6mG,Culture,2017
561,63,Save That Shit,Lil Peep,75,9227386,EDM,0.534,0.583,2,-8.672,1,0.0288,0,0.421,0.145,106,231547,4,TRUE,64PgpLHuQK3UJ5qZ875Vei,2kCcBybjl3SAtIcwdWpUe3,"Come Over When You're Sober, Pt. 1",2017
562,64,...Ready For It?,Taylor Swift,75,62872493,Pop,0.613,0.764,2,-6.509,1,0.136,0,0.197,0.417,160.015,208187,4,FALSE,2yLa0QULdQr0qAIvVwN6B5,06HL4z0CvFAxyc27GXpf02,reputation,2017
563,65,Too Good At Goodbyes,Sam Smith,75,20838804,Dance,0.681,0.372,5,-8.237,1,0.0432,0,0.169,0.476,91.873,201000,4,FALSE,3VlbOrM6nYPprVvzBZllE5,2wY79sveU1sp5g7SokKOiI,The Thrill Of It All (Special Edition),2017
564,66,Stay,Zedd,75,5846564,House,0.69,0.622,5,-5.025,0,0.0622,0,0.116,0.544,102.04,210091,4,FALSE,6uBhi9gBXWjanegOb2Phh0,2qxJFvFYMEDqd7ui6kSAcq,Stay,2017
565,67,Symphony (feat. Zara Larsson),Clean Bandit,75,4984411,Dance,0.715,0.605,0,-5.128,0,0.0428,1.41E-05,0.189,0.454,122.956,212733,4,FALSE,72gv4zhNvRVdQA0eOenCal,6MDME20pz9RveH9rEXvrOM,What Is Love? (Deluxe Edition),2017
566,68,Losin Control,Russ,75,4603733,Hip Hop,0.759,0.245,6,-6.545,1,0.138,0.000154,0.102,0.209,96.992,237507,4,TRUE,4cxMGhkinTocPSVVKWIw0d,1z7b1Pr1rSlvWRzsW3HOrS,There's Really A Wolf,2017
567,69,Sorry Not Sorry,Demi Lovato,75,23654521,Dance,0.706,0.643,11,-6.929,0,0.234,0,0.262,0.885,143.931,203760,4,TRUE,0yvPEnB032fojLfVluFjUv,6S2OmqARrzebs0tKUEyXyp,Tell Me You Love Me,2017
568,70,Black Beatles,Rae Sremmurd,75,6982790,Hip Hop,0.794,0.632,0,-6.163,1,0.0649,0,0.128,0.355,145.926,291893,4,TRUE,6fujklziTHa8uoM5OQSfIo,7iZtZyCzp3LItcw1wtPI3D,SremmLife 2 (Deluxe),2017
569,71,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,75,11615458,Dance,0.696,0.817,1,-3.862,1,0.109,0,0.187,0.782,98.064,216409,4,TRUE,6kex4EBAj0WHXDKZMEJaaF,07YZf4WDAMNwqr4jfgOZ8y,Swalla (feat. Nicki Minaj & Ty Dolla $ign),2017
570,72,Criminal,Natti Natasha,75,8630192,Latin,0.814,0.813,2,-3.023,0,0.0561,9.33E-05,0.255,0.839,79.997,232550,4,FALSE,6Za3190Sbw39BBC77WSS1C,1GDbiv3spRmZ1XdM1jQbT7,Criminal,2017
571,73,Slow Hands,Niall Horan,75,8979733,Dance,0.735,0.425,0,-6.648,1,0.0464,0,0.055,0.848,85.896,188174,4,FALSE,2cOUlop2ZakjOKe4WinesN,1Hsdzj7Dlq2I7tHP7501T4,Flicker (Deluxe),2017
572,74,Liability,Lorde,74,9885762,EDM,0.587,0.229,10,-11.254,0,0.128,0,0.1,0.379,75.67,171728,4,FALSE,6Kkt27YmFyIFrcX3QXFi2o,163tK9Wjr9P9DmM0AVK7lm,Melodrama,2017
573,75,Malibu,Miley Cyrus,74,19029603,Dance,0.573,0.781,8,-6.406,1,0.0555,2.64E-05,0.0813,0.343,139.934,231907,4,FALSE,1UZOjK1BwmwWU14Erba9CZ,5YGY8feqx7naU7z4HrwZM6,Younger Now,2017
574,76,Issues,Julia Michaels,74,4645439,EDM,0.728,0.415,8,-6.852,1,0.0639,0,0.0616,0.455,114.145,176320,4,FALSE,7vu0JkJh0ldukEYbTVcqd0,0ZED1XzwlLHW4ZaG4lOT6m,Nervous System,2017
575,77,Paris,The Chainsmokers,74,19679978,Dance,0.653,0.658,2,-6.428,1,0.0304,1.66E-06,0.0939,0.219,99.99,221507,4,FALSE,72jbDTw1piOOj770jWNeaG,69GGBxA162lTqCwzJG5jLp,Memories...Do Not Open,2017
576,78,What About Us,P!nk,74,14089260,Dance,0.491,0.588,1,-6.177,1,0.0506,2.01E-06,0.0906,0.193,113.608,269600,4,FALSE,0Qh38w01QRXK6KHIv0e3hb,1KCSPY1glIKqW2TotWuXOR,Beautiful Trauma,2017
577,79,Plain Jane,A$AP Ferg,74,3406791,Rap,0.797,0.844,11,-5.482,1,0.275,0,0.087,0.52,170.142,173600,4,TRUE,4dVpf9jZjcORqGTLUaeYj9,5dHt1vcEm9qb8fCyLcB3HL,Still Striving,2017
578,80,Glorious (feat. Skylar Grey),Macklemore,74,1955347,Rap,0.731,0.794,0,-5.126,0,0.0522,2.59E-05,0.112,0.356,139.994,220454,4,TRUE,0CokSRCu5hZgPxcZBaEzVE,3JhNCzhSMTxs9WLGJJxWOY,GEMINI,2017
579,81,Fake Love,Drake,73,69172212,Hip Hop,0.928,0.481,9,-9.35,0,0.287,0,0.176,0.613,134.007,210937,4,TRUE,343YBumqHu19cGoGARUTsd,3TVXtAsR1Inumwj472S9r4,More Life,2017
580,82,Scars To Your Beautiful,Alessia Cara,73,10882398,R&B,0.319,0.739,0,-5.74,1,0.272,0,0.111,0.449,194.169,230227,4,FALSE,42ydLwx4i5V49RXHOozJZq,2wUjUUtkb5lvLKcGKsKqsR,Know-It-All (Deluxe),2017
581,83,Caroline,Aminé,73,1819249,Hip Hop,0.94,0.335,5,-10.179,0,0.505,0,0.262,0.707,120.04,209640,4,TRUE,5hTpBe8h35rJ67eAWHQsJx,3Gm5F95VdRxW3mqCn8RPBJ,Good For You,2017
582,84,Sky Walker (feat. Travis Scott),Miguel,73,4289877,Dance,0.674,0.506,6,-10.532,1,0.0434,0,0.0866,0.183,145.965,259333,4,TRUE,5WoaF1B5XIEnWfmb5NZikf,360IAlyVv4PCEVjgyMZrxK,War & Leisure,2017
583,85,Mi Gente,J Balvin,72,35884336,Reggae,0.548,0.704,11,-4.838,0,0.0777,2.25E-05,0.143,0.288,104.666,185040,4,FALSE,7COfe3P7KgfwDwIRB8LIDw,1vyhD5VmyZ7KMfW5gqLgo5,Vibras,2017
584,86,do re mi,blackbear,72,4806218,Pop,0.745,0.593,8,-6.35,1,0.0524,5.06E-06,0.123,0.17,111.001,212027,3,TRUE,6Se3x9ANMLv0dCDsjGmEjh,2cFrymmkijnjDg9SS92EPM,digital druglord,2017
585,87,Tunnel Vision,Kodak Black,72,8706772,Rap,0.497,0.489,11,-7.724,0,0.294,9.91E-05,0.122,0.231,171.853,268187,4,TRUE,4Q3N4Ct4zCuIHuZ65E3BD4,46SHBwWsqBkxI7EeeBEQG7,Painting Pictures,2017
586,88,Green Light,Lorde,72,9885762,EDM,0.594,0.721,2,-7.812,1,0.0957,8.55E-06,0.0879,0.253,128.942,234653,4,FALSE,6ie2Bw3xLj2JcGowOlcMhb,163tK9Wjr9P9DmM0AVK7lm,Melodrama,2017
587,89,Bodak Yellow,Cardi B,72,20696110,Dance,0.926,0.703,11,-6.337,0,0.103,0,0.231,0.485,125.022,223713,4,TRUE,6KBYefIoo7KydImq1uUQlL,4kYSro6naA4h99UJvo89HB,Invasion of Privacy,2017
588,90,ELEMENT.,Kendrick Lamar,71,22093154,Hip Hop,0.748,0.705,4,-4.547,0,0.485,0,0.246,0.483,189.891,208733,4,TRUE,1EaKU4dMbesXXd3BrLCtYG,2YZyLoL8N0Wb9xBt1NhZWg,DAMN.,2017
