,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
23,Demi Lovato,Confident,Cool for the Summer,3uwnnTQcHM1rDqSfA4gQNz,0.583,0.61,5,-5.639,0,0.0382,0.000105,0.14,0.336,114.06,214740,4
24,Pitbull,Globalization,Time of Our Lives,2bJvI42r8EF3wxjOuDav4r,0.721,0.802,1,-5.797,1,0.0583,0,0.694,0.724,124.022,229360,4
25,One Direction,Made In The A.M. (Deluxe Edition),Drag Me Down,2K87XMYnUMqLcX3zvtAF4G,0.73,0.703,0,-5.672,0,0.0369,0,0.0657,0.595,138.113,192120,4
26,Meghan Trainor,Title (Deluxe),Like I'm Gonna Lose You (feat. John Legend),2YlZnw2ikdb837oKMKjBkW,0.63,0.53,0,-7.259,1,0.0434,0,0.177,0.417,108.038,225053,3
27,Calvin Harris,Motion,Outside (feat. Ellie Goulding),7MmG8p0F9N3C4AXdK6o6Eb,0.646,0.823,2,-4.123,0,0.0394,0,0.322,0.418,128.035,227267,4
28,KALEO,A/B,Way down We Go,0y1QJc3SJVPKJ1OvFmFqe6,0.489,0.505,10,-8.022,0,0.117,0.000333,0.104,0.337,163.255,213707,4
29,Drake,Views,Hotline Bling,0wwPcA6wtMf6HUMpIRdeP7,0.891,0.628,2,-7.863,1,0.0551,0.00019,0.0504,0.552,134.966,267067,4
30,Ariana Grande,My Everything (Deluxe),Love Me Harder,5J4ZkQpzMUFojo1CtAZYpn,0.472,0.714,1,-4.389,0,0.0334,0,0.0764,0.24,98.992,236133,4
31,R. City,What Dreams Are Made Of,Locked Away (feat. Adam Levine),7x5xYW5W42OGPAdHUyyguy,0.509,0.671,1,-5.709,1,0.0678,0,0.0452,0.55,118.413,227480,5
32,Rihanna,FourFiveSeconds,FourFiveSeconds,78TTtXnFQPzwqlbtbwqN0y,0.582,0.272,2,-5.662,1,0.0501,0,0.13,0.354,205.846,188238,4
33,Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),Chill Bill (feat. J. Davi$ & Spooks),5uDASfU19gDxSjW8cnCaBp,0.886,0.427,6,-10.028,1,0.145,0.00099,0.0906,0.23,108.034,177184,4
34,One Direction,Made In The A.M. (Deluxe Edition),Perfect,3NLnwwAQbbFKcEcV8hDItk,0.647,0.823,2,-5.231,1,0.0762,0,0.119,0.396,99.933,230333,4
35,Zara Larsson,So Good,Lush Life,1rIKgCH4H52lrvDcz50hS8,0.694,0.712,7,-3.923,0,0.046,0,0.211,0.799,98.023,201122,4
36,Rachel Platten,Wildfire,Fight Song,37f4ITSlgPX81ad2EvmVQr,0.564,0.714,7,-4.987,1,0.129,0,0.155,0.33,175.924,204013,4
37,Robin Schulz,Sugar,Sugar (feat. Francesco Yates),5tf1VVWniHgryyumXyJM7w,0.636,0.815,5,-5.098,0,0.0581,0,0.163,0.636,123.063,219043,4
38,Meghan Trainor,Title (Deluxe),Dear Future Husband,3cU2wBxuV6nFiuf6PJZNlC,0.655,0.782,1,-4.789,1,0.185,0,0.317,0.832,79.427,184227,4
39,Calvin Harris,How Deep Is Your Love,How Deep Is Your Love,22mek4IiqubGD9ctzxc69s,0.738,0.868,11,-4.373,0,0.0731,0.00169,0.388,0.336,122.003,212640,4
40,Kygo,Cloud Nine,Firestone,1I8tHoNBFTuoJAlh4hfVVE,0.704,0.634,11,-7.374,0,0.0428,3.17e-05,0.0952,0.411,113.927,271640,4
41,Hozier,Hozier (Expanded Edition),Take Me to Church,1CS7Sd1u5tWkstBhpssyjP,0.566,0.664,4,-5.303,0,0.0464,0,0.116,0.437,128.945,241693,4
42,Flo Rida,My House,My House,6Knv6wdA0luoMUuuoYi2i1,0.688,0.702,7,-4.792,0,0.0499,0,0.128,0.74,94.006,192191,4
43,Jeremih,Late Nights: The Album,oui,0PJIbOdMs3bd5AT8liULMQ,0.418,0.724,5,-3.724,1,0.0964,0,0.112,0.604,78.521,238320,5
44,X Ambassadors,VHS,Renegades,0fYVliAYKHuPmECRs1pbRf,0.526,0.862,2,-6.003,1,0.0905,0.0597,0.229,0.528,90.052,195200,4
45,Shawn Mendes,Handwritten,Stitches,5jsw9uXEGuKyJzs0boZ1bT,0.752,0.754,1,-6.684,1,0.0615,0,0.0486,0.755,149.789,206880,4
46,The Weeknd,Beauty Behind The Madness,In The Night,25KybV9BOUlvcnv7nN3Pyo,0.505,0.68,7,-4.993,1,0.0714,0,0.0465,0.539,168.022,235653,3
47,Taylor Swift,1989,Style,4lIxdJw6W3Fg4vUIYCB0S5,0.598,0.786,2,-5.572,1,0.0383,0.0016,0.117,0.456,95.019,231000,4
48,Little Mix,Get Weird (Expanded Edition),Black Magic,6rmXhRIemCTPyMYZRDN7Qg,0.776,0.875,4,-5.535,1,0.0575,0,0.314,0.849,111.988,211786,4
49,Big Sean,Dark Sky Paradise,I Don't Fuck With You,7FYH5AW3bVfZHJIQpq3UOA,0.824,0.733,1,-5.474,1,0.0613,0,0.325,0.395,97.972,284387,4
50,Kygo,Cloud Nine,Stole the Show,5masKPHeAOVNgxdLebIcK7,0.64,0.635,8,-7.565,0,0.226,0,0.319,0.475,100.034,223187,4
51,Kendrick Lamar,To Pimp A Butterfly,King Kunta,0N3W5peJUQtI4eyR6GJT5O,0.884,0.657,6,-4.569,0,0.0977,0,0.154,0.489,107.059,234693,4
52,Jason Derulo,Everything Is 4,Want to Want Me,7oGZAicScQt96OAW4AruYy,0.775,0.68,0,-5.508,0,0.0629,0,0.109,0.656,114.025,207719,4
53,Adele,25,When We Were Young,7GgWAITsYJaRM3r50rfh5w,0.376,0.595,3,-5.936,1,0.0496,0,0.095,0.265,144.361,290900,4
54,Fetty Wap,679 (feat. Remy Boyz),679 (feat. Remy Boyz),5NQbUaeTEOGdD6hHcre0dZ,0.618,0.717,7,-5.738,1,0.318,0,0.625,0.603,190.05,196693,4
55,Galantis,Pharmacy,Runaway (U & I),46lFttIf5hnUZMGvjK0Wxo,0.506,0.805,1,-4.119,1,0.0469,0.00193,0.0856,0.383,126.008,227074,4
56,Jack Ü,Skrillex and Diplo present Jack Ü,Where Are Ü Now (with Justin Bieber),66hayvUbTotekKU3H4ta1f,0.432,0.781,4,-4.038,0,0.0567,4.21e-06,0.0789,0.197,139.432,250286,4
57,X Ambassadors,VHS,Unsteady,7lGKEWMXVWWTt3X71Bv44I,0.389,0.665,0,-6.169,1,0.0644,0.000732,0.116,0.199,117.055,193547,4
58,Fifth Harmony,Reflection (Deluxe),Worth It (feat. Kid Ink),41Fflg7qHiVOD6dEPvsCzO,0.884,0.765,8,-3.865,1,0.0882,7.04e-06,0.118,0.594,99.987,224573,4
59,Taylor Swift,1989,Wildest Dreams,59HjlYCeBsxdI0fcm3zglw,0.554,0.666,8,-7.414,1,0.0747,0.00593,0.106,0.472,140.056,220440,4
60,Rihanna,Bitch Better Have My Money,Bitch Better Have My Money,0NTMtAO2BV4tnGvw9EgBVq,0.781,0.728,1,-4.981,1,0.0621,1.94e-06,0.257,0.395,102.99,219306,4
61,Fetty Wap,Fetty Wap (Deluxe),Trap Queen,2d8JP84HNLKhmd6IYOoupQ,0.746,0.873,7,-3.803,1,0.128,0,0.354,0.817,148.075,222093,4
62,Zara Larsson,So Good,Never Forget You,6hmhG1b4LEyNuashVvuIAo,0.583,0.732,11,-5.728,0,0.0457,9.86e-06,0.269,0.276,145.992,213428,4
63,Travis Scott,Rodeo (Expanded Edition),Antidote,1wHZx0LgzFHyeIZkUydNXq,0.713,0.526,1,-5.046,1,0.032,0.000148,0.124,0.131,131.05,262693,4
64,Adele,25,Send My Love (To Your New Lover),0t7fVeEJxO2Xi4H2K5Svc9,0.688,0.533,6,-8.363,0,0.0865,3.48e-06,0.172,0.567,164.069,223079,4
65,Thomas Rhett,Tangled Up,Die A Happy Man,5kNe7PE09d6Kvw5pAsx23n,0.595,0.389,2,-9.245,1,0.0349,1.39e-06,0.116,0.4,166.052,227427,4
66,Meghan Trainor,Title (Deluxe),Lips Are Movin,6gj08XDlv9Duc2fPOxUmVD,0.775,0.825,7,-5.402,1,0.0464,1.03e-06,0.111,0.95,139.091,182667,4
67,Elle King,Love Stuff,Ex's & Oh's,70eDxAyAraNTiD6lx2ZEnH,0.612,0.921,7,-2.882,1,0.085,0,0.0576,0.446,139.988,202173,4
68,Rae Sremmurd,SremmLife,No Type,4scpF6J5uMBvoh6sFB7EL1,0.891,0.486,6,-7.803,1,0.159,3.78e-06,0.0925,0.239,125.01,200080,4
69,Taylor Swift,Bad Blood,Bad Blood,6xsEAm6w9oMQYYg3jkEkMT,0.654,0.655,11,-7.388,0,0.106,0,0.139,0.221,170.16,200107,4
70,Felix Jaehn,I,Ain't Nobody (Loves Me Better) (feat. Jasmine Thompson),3c8iiZGfEammKJuWTErE5x,0.778,0.566,2,-6.959,0,0.0311,0.000197,0.0698,0.479,117.971,186147,4
71,Pia Mia,Do It Again,Do It Again,72Bz4ciRZPBcVSw0nrZDHi,0.712,0.564,8,-6.527,1,0.047,0,0.0874,0.411,95.95,207747,4
72,Adele,25,Hello,62PaSfnXSMyLshYJrlTuL3,0.578,0.43,5,-6.134,0,0.0305,0,0.0854,0.288,78.991,295502,4
73,Selena Gomez,The Heart Wants What It Wants,The Heart Wants What It Wants,6wJwkMo278iWVlWl1XQ4WA,0.616,0.789,7,-4.874,0,0.0377,0,0.142,0.621,83.066,227373,4
74,Chris Brown,Fan of A Fan The Album (Expanded Edition),Ayo,0k6DnZMLoEUH8NGD5zh2SE,0.823,0.563,6,-5.095,1,0.0443,0,0.0851,0.682,98.031,225227,4
75,The Strumbellas,Hope,Spirits,1VyiUi0mRnSKgtHa5dBoUd,0.556,0.657,0,-6.075,1,0.0265,0,0.113,0.79,80.529,203653,4
76,Andy Grammer,Magazines Or Novels,"Honey, I'm Good.",4MflGTO2ZTcSQ12bWcyRgI,0.752,0.775,9,-7.289,1,0.0546,0,0.351,0.595,122.014,199263,4
77,Drake,What A Time To Be Alive,Jumpman,27GmP9AWRs744SzKcpJsTZ,0.852,0.553,1,-7.286,1,0.187,0,0.332,0.656,142.079,205879,4
78,Joel Adams,Please Don't Go,Please Don't Go,3cNjgVBKTJ1SvKhunrCdVy,0.513,0.768,4,-4.868,0,0.0587,1.94e-05,0.294,0.235,84.264,210580,4
79,Snakehips,All My Friends (feat. Tinashe & Chance the Rapper),All My Friends (feat. Tinashe & Chance the Rapper),6TaqooOXAEcijL6G1AWS2K,0.681,0.521,0,-5.849,1,0.141,8.41e-05,0.108,0.181,94.997,229747,4
80,Carly Rae Jepsen,Emotion (Deluxe Expanded Edition),I Really Like You,2hHLbkatPwOOmrNxTiD41L,0.62,0.805,5,-5.538,1,0.0417,9.15e-05,0.285,0.586,122.062,204764,4
81,James Bay,Chaos And The Calm,Let It Go,13HVjjWUZFaWilh2QUJKsP,0.546,0.311,1,-10.396,1,0.0288,1.65e-05,0.107,0.246,147.464,260533,4
82,Deorro,Good Evening,Five More Hours,3MOECVkNshqHYTPt5DZcdN,0.699,0.883,5,-3.226,0,0.219,0,0.817,0.499,127.961,211975,4
83,Hailee Steinfeld,HAIZ,Love Myself,36phXHOKx8rO7CMp2vNX4x,0.617,0.759,0,-6.785,0,0.0678,0,0.419,0.324,122.924,218773,4
84,Flo Rida,My House,GDFR (feat. Sage the Gemini & Lookas),26rdOwwjC2UnweK3xeS58u,0.657,0.827,5,-4.036,1,0.0734,0.00534,0.065,0.69,145.889,190186,4
85,Lana Del Rey,Honeymoon,High By The Beach,7g3htkaLz4ETFn0cifwM3y,0.536,0.486,11,-11.067,0,0.0346,0.00788,0.12,0.0968,131.988,257573,4
86,Alessia Cara,Know-It-All,Here,5zUQZjVB6bfewBXWqsP9PY,0.376,0.821,0,-3.974,1,0.104,0,0.0823,0.331,120.462,199453,4
87,Petit Biscuit,Sunset Lover,Sunset Lover,0hNduWmlWmEmuwEFcYvRu1,0.783,0.467,6,-9.474,1,0.0503,0.809,0.109,0.236,90.838,237793,4
88,Omarion,Sex Playlist,Post to Be (feat. Chris Brown & Jhene Aiko),0fgZUSa7D7aVvv3GfO0A1n,0.733,0.676,10,-5.655,0,0.0432,0,0.208,0.701,97.448,226581,4
89,DJ Snake,You Know You Like It,You Know You Like It,57kR5SniQIbsbVoIjjOUDa,0.407,0.725,5,-5.346,0,0.188,2.46e-06,0.306,0.247,196.093,247267,4
90,Beyoncé,BEYONCÉ [Platinum Edition],7/11,02M6vucOvmRfMxTXDUwRXu,0.747,0.705,9,-5.137,0,0.126,0,0.126,0.56,136.024,213507,4
91,Adele,25,Water Under the Bridge,4jL6WWKFDqCOPo2hC3VhSS,0.59,0.833,5,-6.503,0,0.0615,5.4e-06,0.105,0.538,94.963,240439,4
92,Meek Mill,Dreams Worth More Than Money,All Eyes on You (feat. Chris Brown & Nicki Minaj),0hy1SOTEn9ifXTzOwnCwEr,0.589,0.658,11,-5.288,0,0.203,0,0.118,0.251,77.521,223973,4
93,Trey Songz,Trigga Reloaded,Slow Motion,4NYwy0R3NdvORX2B6OZXBT,0.733,0.408,7,-7.834,0,0.0388,3.92e-05,0.11,0.291,94.947,197854,4
94,Natalie La Rose,Somebody,Somebody,7ioiB40H9xKs04QtIso2I3,0.83,0.52,0,-8.714,1,0.0376,1.25e-05,0.0656,0.735,104.99,189907,4
95,Sam Smith,Writing's On The Wall,"Writing's On The Wall - From ""Spectre"" Soundtrack",1PWnAEQcbwQwK759otUbta,0.261,0.302,5,-8.19,0,0.0339,2.57e-06,0.0863,0.0883,81.418,278987,3
96,Birdy,Let It All Go,Let It All Go,70K0ezmzYEZeqoSaZMyP7o,0.383,0.43,10,-8.644,1,0.0302,1.04e-06,0.0869,0.174,107.005,280757,4
97,George Ezra,Wanted on Voyage (Expanded Edition),Barcelona,3ieLey98V9mIIh3W9gBlPF,0.629,0.572,5,-9.332,1,0.0307,0.000853,0.109,0.182,93.997,188960,4
98,Selena Gomez,Revival (Deluxe),Same Old Love,1BZG99C7Co1r6QUC3zaS59,0.672,0.593,11,-4.01,0,0.0304,0,0.214,0.438,98.02,229080,4
99,Usher,I Don't Mind (feat. Juicy J),I Don't Mind (feat. Juicy J),7aXuop4Qambx5Oi3ynsKQr,0.87,0.464,4,-8.337,1,0.178,0,0.0902,0.457,112.974,251989,4
