,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
36,Katy Perry,Teenage Dream: The Complete Confection,Part Of Me,1nZzRJbFvCEct3uzu04ZoL,0.678,0.918,5,-4.63,1,0.0355,0,0.0744,0.769,130.028,216160,4
37,Drake,Take Care (Deluxe),The Motto,4Kz4RdRCceaA9VgTqBhBfa,0.766,0.442,1,-8.558,1,0.356,6.12e-05,0.111,0.39,201.8,181573,4
38,Flo Rida,Wild Ones,Good Feeling,2LEF1A8DOZ9wRYikWgVlZ8,0.706,0.89,1,-4.444,0,0.0688,0.00286,0.306,0.684,128.011,248133,4
39,One Direction,Take Me Home (Expanded Edition),Live While We're Young,6Vh03bkEfXqekWp7Y1UBRb,0.663,0.857,2,-2.16,1,0.0544,0,0.144,0.931,126.039,200213,4
40,MARINA,Electra Heart (Deluxe),Primadonna,4sOX1nhpKwFWPvoMMExi3q,0.66,0.689,4,-2.671,0,0.0337,0,0.0922,0.427,127.98,221075,4
41,Nicki Minaj,Pink Friday ... Roman Reloaded,Starships,1oHNvJVbFkexQc0BpQp7Y4,0.747,0.716,11,-2.457,0,0.075,0,0.251,0.751,125.008,210627,4
42,alt-J,An Awesome Wave,Breezeblocks,3n69hLUdIsSa1WlRmjMZlW,0.615,0.658,5,-7.299,1,0.0343,0.000911,0.205,0.293,150.093,227080,4
43,Kanye West,Mercy,Mercy,4qikXelSRKvoCqFcHLB2H2,0.563,0.496,6,-9.381,0,0.406,5.8e-05,0.173,0.426,139.993,329320,4
44,Demi Lovato,Unbroken,Give Your Heart a Break,3sP3c86WFjOzHHnbhhZcLA,0.651,0.695,6,-3.218,1,0.0487,0,0.144,0.569,123.008,205347,4
45,Maroon 5,Overexposed (Deluxe),Payphone,4P0osvTXoSYZZC2n8IFH3c,0.739,0.756,4,-4.828,1,0.0394,0,0.37,0.523,110.028,231387,4
46,Disclosure,Settle (Deluxe),Latch,1DunhgeZSEgWiIYbHqXl0c,0.729,0.735,1,-5.455,1,0.0919,0.000193,0.089,0.544,121.986,255867,4
47,Rihanna,Talk That Talk,Where Have You Been,3tyPOhuVnt5zd5kGfxbCyL,0.719,0.847,0,-6.34,0,0.0916,0.0204,0.223,0.444,127.963,242680,4
48,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",Swimming Pools (Drank) - Extended Version,5ujh1I7NZH5agbwf7Hp8Hc,0.716,0.485,1,-7.745,1,0.404,2.69e-05,0.604,0.26,74.132,313787,4
49,Skrillex,Bangarang EP,Bangarang (feat. Sirah),6VRhkROS2SZHGlp0pxndbJ,0.716,0.972,7,-2.302,1,0.196,3.22e-05,0.317,0.576,110.026,215253,4
50,Coldplay,Mylo Xyloto,Princess of China,4HXOBjwv2RnLpGG4xWOO6N,0.42,0.69,9,-6.221,0,0.0347,0.015,0.287,0.237,85.014,239216,4
51,Various Artists,The Twilight Saga: Breaking Dawn - Part 1 (Original Motion Picture Soundtrack),It Will Rain,0RUGuh2uSNFJpGMSsD1F5C,0.576,0.835,2,-6.826,1,0.0486,0,0.082,0.476,150.017,257720,4
52,MARINA,Electra Heart (Deluxe),How to Be a Heartbreaker,2sEk5R8ErGIFxbZ7rX6S2S,0.69,0.897,11,-4.696,0,0.0506,0,0.108,0.849,140.05,221493,4
53,Jason Mraz,Love Is a Four Letter Word (Deluxe Edition),I Won't Give Up,53QF56cjZA9RTuuMZDrSA6,0.483,0.303,4,-10.058,1,0.0429,0,0.115,0.139,133.406,240166,3
54,Maroon 5,Overexposed (Deluxe),One More Night,4XNrMwGx1SqP01sqkGTDmo,0.718,0.82,5,-3.453,0,0.0323,0,0.0846,0.613,92.998,219467,4
55,Azealia Banks,Broke with Expensive Taste,212,16EMONl2vH3rt9f4ehTG8g,0.846,0.772,11,-5.735,0,0.259,0.000106,0.0769,0.622,125.998,204957,4
56,fun.,Some Nights,Some Nights,6t6oULCRS6hnI7rm0h5gwl,0.672,0.738,0,-7.045,1,0.0506,6.75e-05,0.0927,0.392,107.938,277040,4
57,Of Monsters and Men,My Head Is An Animal,Dirty Paws,5g7rJvWYVrloJZwKiShqlS,0.359,0.649,3,-7.06,1,0.0349,0.0124,0.0555,0.133,111.709,278373,4
58,Icona Pop,THIS IS... ICONA POP,I Love It (feat. Charli XCX),6HZ9VeI5IRFCNQLXhpF4bq,0.711,0.906,8,-2.671,1,0.0284,1.64e-05,0.153,0.824,125.916,157153,4
59,The Script,#3,Hall of Fame (feat. will.i.am),1X1DWw2pcNZ8zSub3uhlNz,0.421,0.873,10,-4.343,1,0.0564,0,0.123,0.629,84.786,202533,4
60,Miguel,Kaleidoscope Dream,Adorn,25cUhiAod71TIQSNicOaW3,0.625,0.576,11,-5.693,0,0.175,4.07e-05,0.187,0.235,179.063,193147,4
61,David Guetta,Nothing but the Beat 2.0,Titanium (feat. Sia),0lHAMNU8RGiIObScrsRgmP,0.604,0.788,0,-3.673,0,0.103,0.153,0.127,0.301,126.06,245040,4
62,Labrinth,Electronic Earth (Expanded Edition),Beneath Your Beautiful (feat. Emeli Sandé),2EcsgXlxz99UMDSPg5T8RF,0.561,0.522,2,-5.857,1,0.0318,0,0.104,0.238,83.962,271813,4
63,The Wanted,The Wanted (Special Edition),Chasing The Sun,4b4c0oH7PtrPsI86drzgFs,0.637,0.732,7,-6.209,0,0.0965,0,0.498,0.68,128.108,198800,4
64,Imagine Dragons,Night Visions (Deluxe),On Top Of The World,6KuHjfXHkfnIjdmcIvt9r0,0.635,0.926,0,-5.589,1,0.151,4.53e-06,0.0928,0.761,100.048,189840,4
65,Katy Perry,Teenage Dream: The Complete Confection,Wide Awake,5JLv62qFIS1DR3zGEcApRt,0.514,0.683,5,-5.099,1,0.0367,2.64e-06,0.392,0.575,159.814,220947,4
66,Grimes,Visions,Oblivion,3LGsgpx4TfxhXbr07OFKqs,0.697,0.529,2,-8.838,1,0.0338,0.896,0.0895,0.486,155.974,251267,4
67,Kendrick Lamar,"good kid, m.A.A.d city",m.A.A.d city,439TlnnznSiBbQbgXiBqAd,0.487,0.729,2,-6.815,1,0.271,4.07e-06,0.44,0.217,91.048,350120,4
68,Ne-Yo,R.E.D. (Deluxe Edition),Let Me Love You (Until You Learn To Love Yourself),4kte3OcW800TPvOVgrLLj8,0.658,0.677,5,-6.628,1,0.0393,0,0.368,0.248,124.91,251627,4
69,Lupe Fiasco,"Food & Liquor II: The Great American Rap Album, Pt. 1",Battle Scars (with Guy Sebastian),1hWYT0w2R0J19rlVkiez7X,0.517,0.811,5,-4.526,0,0.286,0,0.105,0.494,168.269,250320,4
70,Asaf Avidan,One Day / Reckoning Song (Wankelmut Remix),One Day / Reckoning Song (Wankelmut Remix) - Radio Edit,68rcszAg5pbVaXVvR7LFNh,0.826,0.668,3,-6.329,0,0.0571,6.92e-05,0.167,0.534,118.99,215187,4
71,Robbie Williams,Take The Crown (Deluxe Edition),Candy,5NlFXQ0si6U87gXs6hq81B,0.715,0.791,10,-6.63,1,0.0414,0,0.0694,0.879,116.043,201053,4
72,Muse,The 2nd Law,Madness,0c4IEciLCDdXEhhKxj4ThA,0.502,0.417,10,-7.665,1,0.0718,0.00419,0.106,0.218,180.301,281040,4
73,Train,California 37,50 Ways to Say Goodbye,2NniAhAtkRACaMeYt48xlD,0.591,0.935,6,-2.664,1,0.0478,0.000278,0.142,0.736,140.043,247947,4
74,Justin Bieber,Believe (Deluxe Edition),As Long As You Love Me,0pwYLVXVknPSGUQb39cePC,0.571,0.873,0,-3.382,0,0.1,0,0.361,0.613,139.691,229467,4
75,Gavin DeGraw,Sweeter,Not Over You,6j7hih15xG2cdYwIJnQXsq,0.63,0.894,10,-4.592,1,0.0544,0,0.181,0.364,142.051,218520,4
76,Otto Knows,Million Voices,Million Voices - Radio Edit,0MOiv7WTXCqvm89lVCf9C8,0.582,0.894,8,-6.298,1,0.041,0.0223,0.0664,0.0694,125.946,192867,4
77,Phillip Phillips,The World From The Side Of The Moon,Home,1EAgPzRbK9YmdOESSMUm6P,0.606,0.826,0,-6.04,1,0.0307,1.56e-05,0.117,0.322,121.04,210173,4
78,Jennifer Lopez,Dance Again...The Hits,Dance Again,4d2hD63oUGU3s7L66JD0BE,0.792,0.856,11,-5.236,0,0.067,2.88e-06,0.0981,0.714,127.988,237267,4
79,Little Mix,DNA (Expanded Edition),Wings,3180WDzph4WrS4sLSNcGfa,0.742,0.878,9,-3.127,0,0.128,8.88e-05,0.286,0.564,114.965,221720,4
80,P!nk,The Truth About Love,Blow Me (One Last Kiss),4k80K0b6KZ2QjAYkXON7q6,0.597,0.919,7,-2.954,1,0.0439,0,0.282,0.729,113.991,255587,4
81,Passion Pit,Gossamer,Take a Walk,4Sfa7hdVkqlM8UW5LsSY3F,0.566,0.755,11,-5.526,1,0.0368,0,0.315,0.445,101.006,264493,4
82,Adele,21,Rumour Has It,2A73XBDBQgmdXO8VsXPWIs,0.612,0.749,0,-5.014,1,0.0446,0,0.167,0.574,120.052,223267,4
83,Usher,Looking 4 Myself (Expanded Edition),Scream,12eMQUn2GzfsfsQLH53M19,0.616,0.862,7,-5.18,0,0.0973,0,0.179,0.569,127.992,234693,4
84,Imagine Dragons,Night Visions,It's Time,6BtmXhTJMM9sBTHeYYASGz,0.656,0.884,2,-4.748,1,0.0372,0,0.145,0.86,105.009,237987,4
85,Kelly Clarkson,Stronger (Deluxe Version),Stronger (What Doesn't Kill You),6D60klaHqbCl9ySc8VcRss,0.562,0.939,0,-4.282,1,0.0475,0,0.112,0.684,116.044,221947,4
86,Ellie Goulding,Bright Lights (Lights Re-pack / Bonus Version),Lights - Single Version,5aTsxlQlq0vIedDWZoqMWN,0.682,0.795,8,-6.17,0,0.0367,0.0391,0.131,0.78,120.008,210853,4
87,Jessie J,Who You Are (Platinum Edition),Domino,6MAdEUilV2p9RQUqE5bMAK,0.757,0.547,7,-4.573,1,0.0355,0,0.0445,0.793,126.977,231693,4
88,Calvin Harris,18 Months,Let's Go (feat. Ne-Yo),4wkQmYpAaMe41Rc3sYZ7Vz,0.71,0.882,4,-2.932,0,0.0595,0.00771,0.294,0.875,128.016,232800,4
89,Lana Del Rey,Born To Die – Paradise Edition (Special Version),Video Games,3WD91HQDBIavSapet3ZpjG,0.39,0.252,6,-9.666,0,0.0298,0,0.0887,0.181,122.053,281947,4
90,Nicki Minaj,Pink Friday ... Roman Reloaded (Deluxe),Pound The Alarm,5kcE7pp02ezLZaUbbMv3Iq,0.728,0.858,9,-3.686,1,0.0609,4.09e-06,0.0241,0.591,125.055,205640,4
91,Avicii,Silhouettes,Silhouettes - Original Radio Edit,06h3McKzmxS8Bx58USHiMq,0.605,0.8,5,-6.235,0,0.0545,0.0562,0.121,0.836,128.074,211880,4
92,Michel Teló,Na Balada (Ao Vivo),Ai Se Eu Te Pego - Ao Vivo,46aIq2GKW7Vr6i4g2Vvycd,0.65,0.947,11,-5.326,1,0.0717,0,0.979,0.694,96.035,170493,4
93,LMFAO,Sorry For Party Rocking (Deluxe Version),Sexy And I Know It,0obBFrPYkSoBJbvHfUIhkv,0.707,0.861,7,-4.225,1,0.316,0,0.191,0.795,130.021,199480,4
94,B.o.B,Strange Clouds,So Good,28GUjBGqZVcAV4PHSYzkj2,0.66,0.9,7,-5.02,1,0.14,0,0.219,0.591,85.51,213253,4
95,Cher Lloyd,Sticks & Stones,Want U Back,6E11E0lT5Zy7yb6iT3y8DN,0.694,0.891,9,-2.94,1,0.0949,0,0.561,0.563,97.939,214573,4
96,Lana Del Rey,Born To Die – Paradise Edition (Special Version),Ride,0ZyfiFudK9Si2n2G9RkiWj,0.373,0.686,0,-5.52,1,0.034,1.96e-06,0.383,0.189,93.763,289080,4
97,Carrie Underwood,Blown Away,Blown Away,0vFMQi8ZnOM2y8cuReZTZ2,0.531,0.843,9,-2.569,0,0.0429,0,0.0283,0.392,136.991,240133,4
98,Justin Bieber,Believe (Deluxe Edition),Boyfriend,2L7rZWg9RLxIwnysmxm4xk,0.717,0.55,10,-6.019,0,0.0519,0.00198,0.126,0.331,96.979,171333,4
99,Chris Brown,Fortune (Expanded Edition),Turn Up the Music,1RMRkCn07y2xtBip9DzwmC,0.594,0.841,1,-5.792,1,0.102,2.22e-06,0.156,0.643,129.925,227973,4
