,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
11,Kendrick Lamar,Black Panther The Album Music From And Inspired By,All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s,0.698,0.633,8,-4.946,1,0.0597,0.000194,0.0926,0.552,96.924,232187,4
12,XXXTENTACION,?,SAD!,3ee8Jmje8o58CHK66QrVC2,0.74,0.613,8,-4.88,1,0.145,0.00372,0.123,0.473,75.023,166606,4
13,Lil Baby,Harder Than Ever,Yes Indeed,6vN77lE9LK6HP2DewaN6HZ,0.963,0.346,5,-9.309,0,0.53,0,0.108,0.562,119.957,142273,4
14,21 Savage,Without Warning,Ric Flair Drip (with Metro Boomin),7sO5G9EABYOXQKNPNiE9NR,0.88,0.428,9,-8.28,1,0.206,5.05e-05,0.114,0.333,100.007,172800,4
15,Marshmello,Happier,Happier,2dpaYNEQHiRxtZbfNsse99,0.687,0.792,5,-2.749,1,0.0452,0,0.167,0.671,100.015,214290,4
16,Travis Scott,ASTROWORLD,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,0.834,0.73,8,-3.714,1,0.222,0,0.124,0.446,155.008,312820,4
17,Kendrick Lamar,DAMN.,LOVE. FEAT. ZACARI.,6PGoSes0D9eUDeeAafB2As,0.8,0.585,10,-7.343,1,0.0924,0,0.153,0.779,126.058,213400,4
18,XXXTENTACION,?,Moonlight,0JP9xo3adEtGSdUEISiszL,0.921,0.537,9,-5.723,0,0.0804,0.00404,0.102,0.711,128.009,135090,4
19,Anne-Marie,Speak Your Mind (Deluxe),2002,2BgEsaKNfHUdlh97KmvFyo,0.697,0.683,1,-2.881,0,0.117,0,0.137,0.603,96.133,186987,4
20,Imagine Dragons,Origins (Deluxe),Natural,2FY7b99s15jUprqC0M5NCT,0.704,0.611,2,-6.112,1,0.0409,0,0.0812,0.22,100.0,189467,4
21,Post Malone,beerbongs & bentleys,Better Now,7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,10,-5.804,1,0.04,0,0.135,0.341,145.038,231267,4
22,Marshmello,Silence,Silence,7vGuf3Y35N4wmASOKLUVVU,0.52,0.761,4,-3.093,1,0.0853,4.96e-06,0.17,0.286,141.971,180823,4
23,NF,Perception,Let You Down,52okn5MNA47tk87PeZJLEL,0.662,0.714,5,-5.68,0,0.121,0,0.179,0.464,147.997,212120,4
24,Lauv,I met you when I was 18. (the playlist),I Like Me Better,0EcQcdcbQeVJn9fknj44Be,0.753,0.505,9,-7.621,1,0.255,2.58e-06,0.104,0.419,91.972,197437,4
25,Selena Gomez,Wolves,Wolves,0tBbt8CrmxbjRP0pueQkyU,0.724,0.804,11,-4.614,0,0.0448,0,0.204,0.306,124.987,197993,4
26,Dean Lewis,Be Alright,Be Alright,3EPXxR3ImUwfayaurPi3cm,0.553,0.586,11,-6.319,1,0.0362,0,0.0813,0.443,126.684,196373,4
27,XXXTENTACION,?,changes,7AFASza1mXqntmGtbxXprO,0.669,0.308,11,-10.068,1,0.029,0,0.0984,0.52,64.934,121887,4
28,Dua Lipa,Dua Lipa (Deluxe),IDGAF,76cy1WJvNGJTj78UqeA5zr,0.836,0.544,7,-5.975,1,0.0943,0,0.0824,0.51,97.028,217947,4
29,Ariana Grande,Sweetener,God is a woman,5OCJzvD7sykQEKHH7qAC3C,0.602,0.658,1,-5.934,1,0.0558,6e-05,0.237,0.268,145.031,197547,4
30,Taylor Swift,reputation,Delicate,6NFyWDv5CjfwuzoCkw47Xf,0.75,0.404,9,-10.178,0,0.0682,0.000357,0.0911,0.0499,95.045,232253,4
31,Drake,Scorpion,Nonstop,0TlLq3lA83rQOYtrqBqSct,0.912,0.412,7,-8.074,1,0.123,0.0126,0.104,0.423,154.983,238614,4
32,Dynoro,In My Mind,In My Mind,0E9ZjEAyAwOXZ7wJC0PD33,0.694,0.77,6,-5.335,1,0.149,1.1e-05,0.118,0.163,125.905,184560,4
33,G-Eazy,The Beautiful & Damned,Him & I (with Halsey),5k38wzpLb15YgncyWdTZE4,0.589,0.731,2,-6.343,1,0.0868,0,0.308,0.191,87.908,268867,4
34,Migos,Culture II,Stir Fry,2UVbBKQOdFAekPTRsnkzcf,0.817,0.816,2,-5.402,1,0.269,0,0.159,0.508,181.982,190288,4
35,Sheck Wes,MUDBOY,Mo Bamba,1xzBco0xcoJEDXktl7Jxrr,0.729,0.625,4,-5.266,1,0.0315,0.00986,0.248,0.261,146.034,183907,4
36,Nio Garcia,Te Boté (Remix),Te Boté - Remix,3V8UKqhEK5zBkBb6d6ub8i,0.903,0.675,11,-3.445,0,0.214,1.28e-05,0.0595,0.442,96.507,417920,4
37,Post Malone,beerbongs & bentleys,Psycho (feat. Ty Dolla $ign),3swc6WTsr7rl9DqQKQA55C,0.75,0.56,8,-8.094,1,0.105,0,0.111,0.459,140.06,221440,4
38,Sofía Reyes,"1, 2, 3 (feat. Jason Derulo & De La Ghetto)","1, 2, 3 (feat. Jason Derulo & De La Ghetto)",4QtiVmuA88tPQiCOHZuQ5b,0.792,0.895,1,-3.112,0,0.0589,0,0.0501,0.794,94.968,201526,4
39,Migos,Culture II,Walk It Talk It,6n4U3TlzUGhdSFbUUhTvLP,0.907,0.633,2,-5.145,1,0.184,2.6e-06,0.106,0.395,145.914,276147,4
40,Drake,Scorpion,Nice For What,3CA9pLiwRIGtUBiMjbZmRw,0.585,0.909,8,-6.474,1,0.0707,9.7e-05,0.119,0.758,93.372,210747,4
41,George Ezra,Staying at Tamara's,Shotgun,4ofwffwvvnbSkrMSCKQDaC,0.673,0.735,5,-4.733,1,0.0457,0,0.242,0.754,115.744,201287,4
42,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",5Gu0PDLN4YJeW75PpBSg9p,0.664,0.708,8,-4.154,1,0.0474,0,0.0841,0.742,103.07,174800,4
43,DJ Snake,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","Taki Taki (with Selena Gomez, Ozuna & Cardi B)",4w8niZpiMy6qz1mntFA5uM,0.842,0.801,8,-4.167,0,0.228,4.82e-06,0.0642,0.617,95.881,212500,4
44,Bazzi,COSMIC,Mine,7uzmGiiJyRfuViKKK3lVmR,0.71,0.789,4,-3.874,1,0.0722,2.77e-06,0.451,0.717,142.929,131064,4
45,Drake,Scorpion,In My Feelings,2G7V7zsVDxg1yRsu7Ew9RJ,0.835,0.626,1,-5.833,1,0.125,6e-05,0.396,0.35,91.03,217925,4
46,Piso 21,Ubuntu,Déjala Que Vuelva (feat. Manuel Turizo),1j6xOGusnyXq3l6IryKF3G,0.681,0.788,1,-4.323,1,0.0785,0,0.0753,0.839,170.019,220117,4
47,Shawn Mendes,Shawn Mendes,In My Blood,2QZ7WLBE8h2y1Y5Fb8RYbH,0.622,0.712,5,-7.321,1,0.066,0,0.13,0.487,140.025,211360,4
48,Loud Luxury,Body,Body,21RzyxY3EFaxVy6K4RqaU9,0.752,0.764,1,-4.399,1,0.038,9.44e-05,0.0543,0.582,121.958,163216,4
49,benny blanco,Eastside (with Halsey & Khalid),Eastside (with Halsey & Khalid),0d2iYfpKoM0QCKvcLCkBao,0.56,0.68,6,-7.648,0,0.321,0,0.116,0.319,89.391,173800,4
50,The 1975,A Brief Inquiry Into Online Relationships,It's Not Living (If It's Not With You),3TgMcrV32NUKjEG2ujn9eh,0.618,0.837,1,-5.338,1,0.0304,0.000378,0.0618,0.526,121.227,248336,4
51,Dennis Lloyd,Nevermind,Nevermind,63SevszngYpZOwf63o61K4,0.6,0.688,5,-8.339,0,0.201,1.29e-05,0.409,0.0793,99.977,156600,4
52,Ozuna,Aura,Vaina Loca,48zFZh27QU5qsrBjn4C2FA,0.754,0.805,6,-4.249,1,0.0752,0,0.203,0.555,93.982,176133,4
53,BlocBoy JB,Look Alive (feat. Drake),Look Alive (feat. Drake),4qKcDkK6siZ7Jp1Jb4m0aL,0.922,0.581,10,-7.495,1,0.27,5.86e-05,0.105,0.595,140.022,181263,4
54,Bebe Rexha,All Your Fault: Pt. 2,Meant to Be (feat. Florida Georgia Line),7iDa6hUg2VgEL1o1HjmfBn,0.643,0.783,10,-6.458,1,0.0856,0,0.083,0.579,154.084,163870,4
55,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Pray For Me (with Kendrick Lamar),77UjLW8j5UAGAGVGhR5oUK,0.735,0.677,2,-4.979,1,0.093,2.17e-05,0.111,0.188,100.584,211440,4
56,Nicky Jam,Intimo,X,5YUyW9opqNsMSEzzecZih1,0.594,0.749,9,-5.298,0,0.056,0.00106,0.3,0.694,179.968,172854,4
57,Khalid,Love Lies (with Normani),Love Lies (with Normani),45Egmo7icyopuzJN0oMEdk,0.708,0.648,6,-5.626,1,0.0449,0,0.134,0.338,143.955,201707,4
58,Zac Efron,Rewrite The Stars,Rewrite The Stars,630sXRhIcfwr2e4RdNtjKN,0.684,0.619,10,-7.005,1,0.0386,0,0.122,0.284,125.046,217440,4
59,Bruno Mars,Finesse (Remix) [feat. Cardi B],Finesse - Remix; feat. Cardi B,3Vo4wInECJQuz9BIBMOu8i,0.704,0.859,5,-4.877,0,0.0996,0,0.0215,0.926,105.115,217289,4
60,FINNEAS,Blood Harmony,Let's Fall in Love for the Night,6I0KEvFfWszVJiCy5hum4V,0.737,0.408,5,-7.941,1,0.104,0,0.171,0.374,127.918,190348,4
61,Ella Mai,Ella Mai,Trip,6CTWathupIiDs7U4InHnDA,0.477,0.61,11,-5.628,0,0.144,0,0.107,0.358,79.882,213993,4
62,Halsey,hopeless fountain kingdom (Deluxe),Bad At Love,7y9iMe8SOB6z3NoHE2OfXl,0.675,0.751,0,-3.539,1,0.0296,0,0.0893,0.612,118.384,181279,4
63,Eminem,Revival,River (feat. Ed Sheeran),1cS0TgbR263ey9jn0MwD2s,0.748,0.749,8,-5.916,0,0.516,0,0.0713,0.659,90.09,221013,4
64,Migos,Culture II,MotorSport,4wFjTWCunQFKtukqrNijEt,0.904,0.518,2,-5.32,1,0.183,0,0.325,0.188,137.996,303077,4
65,Camila Cabello,Camila,Never Be the Same,4eWQlBRaTjPPUlzacqEeoQ,0.637,0.713,0,-4.333,1,0.0747,0.000637,0.137,0.243,129.923,226973,4
66,Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha) [From Bright: The Album]","Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",0OI7AFifLSoGzpb8bdBLLV,0.653,0.718,3,-5.232,0,0.213,0,0.0537,0.216,82.034,202805,4
67,Charlie Puth,Voicenotes,How Long,6wmAHw1szh5RCKSRjiXhPe,0.845,0.561,1,-5.253,0,0.0778,3.49e-06,0.0383,0.811,109.974,200853,4
68,Marshmello,Spotlight,Spotlight,6VrCmhRBFnuGKmtNfk4jDs,0.546,0.822,7,-4.483,1,0.151,0,0.742,0.615,150.06,177600,4
69,The Chainsmokers,Sick Boy,This Feeling,4NBTZtAt1F13VvlSKe6KTl,0.575,0.571,1,-7.906,1,0.0439,0,0.0912,0.449,105.049,197947,4
70,Tyga,Taste (feat. Offset),Taste (feat. Offset),5IaHrVsrferBYDm0bDyABy,0.884,0.559,0,-7.442,1,0.12,0,0.101,0.342,97.994,232959,4
71,Reik,Ahora,Me Niego (feat. Ozuna & Wisin),4ggiDYAkJ7Yk8d5xOr7Xjo,0.777,0.782,0,-4.435,0,0.0907,0,0.64,0.773,94.023,221653,4
72,Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)","These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",5CLGzJsGqhCEECcpnFQA8x,0.653,0.809,0,-4.057,1,0.0474,0,0.165,0.55,92.213,210773,4
73,Cardi B,Invasion of Privacy,Bodak Yellow,6KBYefIoo7KydImq1uUQlL,0.926,0.703,11,-6.337,0,0.103,0,0.231,0.485,125.022,223713,4
74,Various Artists,The Greatest Showman (Original Motion Picture Soundtrack),The Greatest Show,4ylWMuGbMXNDgDd8lErEle,0.417,0.824,11,-7.36,0,0.105,0.0545,0.0725,0.4,157.92,302147,4
75,Florida Georgia Line,Can't Say I Ain't Country,Simple,4L9Ds4mpD3SuYoWwFUlv16,0.362,0.882,3,-3.717,1,0.0973,0,0.15,0.864,199.811,185200,4
76,Jason Aldean,Rearview Town,You Make It Easy,6EGAfJaLUFzhS4zRBIEQ2J,0.375,0.574,7,-5.305,1,0.0315,0,0.11,0.406,132.025,196800,3
77,Daddy Yankee,Dura,Dura,6KuqAtoeVzxAYOaMveLNpH,0.783,0.84,1,-3.416,1,0.051,0,0.412,0.839,95.001,200480,4
78,Tiësto,Jackie Chan,Jackie Chan,4kWO6O1BUXcZmaxitpVUwp,0.747,0.834,3,-2.867,0,0.045,0,0.0586,0.687,128.005,215760,4
79,King Princess,1950,1950,0CZ8lquoTX2Dkg7Ak2inwA,0.6,0.535,4,-7.043,1,0.107,4.7e-06,0.162,0.269,71.912,225133,4
80,Dan + Shay,Dan + Shay,Tequila,42fw0rxRO2xbesF6mJfd4Y,0.489,0.581,11,-5.731,1,0.0281,0,0.132,0.494,86.016,196747,4
81,Jonas Blue,Blue,Rise,5ZSl6gDoV6bPPxzmLeneV9,0.687,0.785,1,-4.65,1,0.0333,0,0.203,0.655,106.046,194408,4
82,Rich The Kid,The World Is Yours,Plug Walk,1ZAyjvIk9YiD76yYy0TEG6,0.876,0.519,11,-6.531,1,0.143,0,0.108,0.158,94.981,175230,4
83,6ix9ine,DUMMY BOY,FEFE,1M6SuEJZJkZf2S419vIPkB,0.931,0.387,1,-9.127,1,0.412,0,0.136,0.375,125.978,179405,4
84,Tom Walker,Leave a Light On,Leave a Light On,6lOWoTqVnAWXchddtTH31W,0.586,0.624,5,-5.946,1,0.113,1.78e-06,0.133,0.267,68.976,185863,4
85,Clean Bandit,Solo (feat. Demi Lovato),Solo (feat. Demi Lovato),6kPJZM97LwdG9QIsT7khp6,0.737,0.636,11,-4.546,0,0.0437,6.66e-05,0.35,0.565,105.005,222653,4
86,Jay Rock,"King's Dead (with Kendrick Lamar, Future & James Blake)","King's Dead (with Kendrick Lamar, Future & James Blake)",51rXHuKN8Loc4sUlKPODgH,0.645,0.705,1,-5.008,1,0.299,0,0.128,0.376,137.133,229670,4
87,Selena Gomez,13 Reasons Why (Season 2),Back To You,514rhnksEwHUh6LxXsQ4Y9,0.6,0.683,6,-6.271,1,0.0493,1.26e-06,0.11,0.494,102.036,210240,4
88,Childish Gambino,This Is America,This Is America,0b9oOr2ZgvyQu88wzixux9,0.854,0.463,5,-6.159,1,0.137,0,0.354,0.549,120.024,225773,4
89,Lil Dicky,Freaky Friday (feat. Chris Brown),Freaky Friday (feat. Chris Brown),10Igtw8bSDyyFs7KIsKngZ,0.755,0.599,8,-5.042,1,0.224,0,0.109,0.755,133.123,216632,4
90,Justin Timberlake,Man of the Woods,Say Something (feat. Chris Stapleton),1LhMopPAallLeaeNutqbgS,0.707,0.632,10,-7.031,1,0.0789,1.09e-05,0.0841,0.372,97.04,278893,4
91,Vance Joy,Nation of Two,Saturday Sun,2RiBogNRfulkNf7fVbPOrJ,0.637,0.864,8,-4.381,1,0.0468,0,0.222,0.706,99.995,214720,4
92,Maluma,F.A.M.E.,Corazón (feat. Nego do Borel),5cepAtqnEQ6yVG6088zMMu,0.722,0.738,9,-6.073,0,0.247,1.47e-05,0.198,0.748,198.075,184720,4
93,Clean Bandit,What Is Love? (Deluxe Edition),I Miss You (feat. Julia Michaels),0Ult84lvFuqNvbyXwyRQ58,0.693,0.624,0,-7.482,0,0.0448,7.64e-06,0.0955,0.369,105.002,205987,4
94,Cardi B,Invasion of Privacy,Be Careful,2Yl4OmDby9iitgNWZPwxkd,0.82,0.568,6,-8.23,0,0.411,0,0.0952,0.535,152.279,210787,4
95,The Chainsmokers,Sick Boy,Sick Boy,58kZ9spgxmlEznXGu6FPdQ,0.663,0.577,11,-7.518,0,0.0531,0,0.12,0.454,89.996,193200,4
96,Charlie Puth,Voicenotes,Done for Me (feat. Kehlani),1lsBTdE6MGsKeZCD6llNu7,0.856,0.632,6,-3.692,0,0.074,0,0.0688,0.697,112.009,180493,4
97,5 Seconds of Summer,Youngblood,Youngblood,55S2PQgSMYAhgoTCcGCDfw,0.596,0.854,7,-5.114,0,0.463,0,0.124,0.152,120.274,203418,4
98,Becky G,Sin Pijama,Sin Pijama,2ijef6ni2amuunRoKTlgww,0.791,0.745,11,-3.695,0,0.0464,2.93e-05,0.104,0.82,94.014,188560,4
99,Drake,Scorpion,I'm Upset,3qN5qMTKyEEmiTZD38BNTT,0.899,0.586,11,-7.866,0,0.343,0,0.0836,0.492,150.002,214467,4
