,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
51,Charlie Puth,Light Switch,Light Switch,1BSMpVGWs3v5BZKnAQziAc,0.69,0.626,6,-5.693,1,0.306,0.000335,0.0881,0.912,184.009,185681,4
52,Post Malone,One Right Now,One Right Now (with The Weeknd),00Blm7zeNqgYLPtW6zg8cj,0.687,0.781,1,-4.806,1,0.053,0,0.0755,0.688,97.014,193507,4
53,Drake,"Honestly, Nevermind",Falling Back,1vbn9fEyw1IYhqgZJdu9ZB,0.718,0.758,10,-8.29,1,0.0703,0.00653,0.11,0.349,118.989,266179,4
54,Kendrick Lamar,Mr. Morale & The Big Steppers,N95,2FeBslNBMdR9V58uv6hd2t,0.79,0.67,1,-5.527,1,0.105,2.32e-06,0.119,0.408,139.956,195950,4
55,Jack Harlow,Nail Tech,Nail Tech,62Yo3FDddWY8ydu6PW2wyz,0.677,0.557,1,-8.409,1,0.0694,8.36e-06,0.0984,0.1,150.127,206385,4
56,Future,I NEVER LIKED YOU,WAIT FOR U (feat. Drake & Tems),59nOXPmaKlBfGMDeOVGrIK,0.463,0.642,1,-4.474,1,0.34,0,0.0686,0.339,83.389,189893,4
57,Justin Bieber,Honest,Honest (feat. Don Toliver),2KdKh9vHbKW0tZLqtpxxI0,0.81,0.655,8,-6.779,0,0.0698,8.16e-05,0.105,0.809,150.002,193322,4
58,Jaymes Young,Feel Something,Infinity,1SOClUWhOi8vHZYMz3GluK,0.671,0.673,11,-6.941,0,0.0444,5.29e-05,0.304,0.494,121.963,237720,4
59,Elley Duhé,MIDDLE OF THE NIGHT,MIDDLE OF THE NIGHT,58HvfVOeJY7lUuCqF0m3ly,0.41,0.611,4,-8.271,0,0.0467,0,0.116,0.0899,185.727,184448,3
60,Lauren Spencer Smith,Fingers Crossed,Fingers Crossed,5S9Zs5g9lTWnLIboN1pdlU,0.603,0.473,5,-7.23,1,0.0511,0,0.31,0.446,109.494,175345,4
61,Billie Eilish,Guitar Songs,TV,3GYlZ7tbxLOxe6ewMNVTkw,0.412,0.236,4,-15.159,0,0.0379,0.00653,0.147,0.119,140.214,281381,4
62,Tate McRae,she's all i wanna be,she's all i wanna be,0IuVhCflrQPMGRrOyoY5RW,0.614,0.644,2,-5.372,0,0.0426,7.07e-06,0.117,0.651,160.036,206772,4
63,BTS,Proof,Yet To Come,10SRMwb9EuVS1K9rYsBfHQ,0.559,0.885,1,-4.515,1,0.189,0,0.333,0.683,172.029,193594,4
64,Doja Cat,Vegas (From the Original Motion Picture Soundtrack ELVIS),Vegas (From the Original Motion Picture Soundtrack ELVIS),0hquQWY3xvYqN4qtiquniF,0.801,0.601,8,-7.574,0,0.255,3.23e-05,0.145,0.74,159.969,182907,4
65,Rauw Alejandro,VICE VERSA,Desesperados,6mmPpaltUZK7xjNlBPQQ0p,0.869,0.694,1,-3.35,0,0.0783,0.00125,0.0878,0.511,90.02,224997,4
66,Cris Mj,Una Noche en Medellín,Una Noche en Medellín,1O2pcBJGej0pmH2Y9XZMs6,0.87,0.548,10,-5.253,0,0.077,4.6e-05,0.0534,0.832,96.018,153750,4
67,Kendrick Lamar,The Heart Part 5,The Heart Part 5,5MMW4CZsZiZt2iuqAXzzWC,0.7,0.812,1,-8.128,0,0.297,0,0.0756,0.801,97.405,332229,4
68,Shawn Mendes,It'll Be Okay,It'll Be Okay,2KnLkZ3z7PO3kgVGHGqDpD,0.398,0.286,7,-11.881,1,0.033,0.000146,0.0912,0.0666,78.262,222800,4
69,Calvin Harris,Potion (with Dua Lipa & Young Thug),Potion (with Dua Lipa & Young Thug),7fYRg3CEbk6rNCuzNzMT06,0.824,0.697,11,-4.869,0,0.0473,4.11e-05,0.077,0.757,99.988,214460,4
70,Demi Lovato,SKIN OF MY TEETH,SKIN OF MY TEETH,1O9AseW10CTi6nBLoj0O6K,0.458,0.947,11,-2.308,0,0.221,0,0.179,0.478,130.941,162516,4
71,Lil Nas X,Late To Da Party (F*CK BET) (feat. YoungBoy Never Broke Again),Late To Da Party (F*CK BET) (feat. YoungBoy Never Broke Again),3GbQcjKWT7eVpUfzqwUjxv,0.872,0.422,1,-7.415,0,0.363,0,0.109,0.778,149.956,180666,4
72,Drake,"Honestly, Nevermind",Massive,28JBD8p18xNuOfyV7Cotdn,0.499,0.671,4,-6.774,0,0.0561,0.0169,0.148,0.0557,124.994,336924,3
73,Drake,"Honestly, Nevermind",Jimmy Cooks (feat. 21 Savage),3F5CgOj3wFlRv51JsHbxhe,0.529,0.673,0,-4.711,1,0.175,2.41e-06,0.093,0.366,165.921,218365,4
74,Demi Lovato,SUBSTANCE,SUBSTANCE,5zuT7tF518cJcoOJI9VzDM,0.466,0.947,1,-3.136,1,0.175,0,0.127,0.592,84.857,160441,4
75,Nicky Youre,Sunroof,Sunroof,3RfTeIrWS8LNrfHYwechtt,0.768,0.716,10,-5.11,1,0.0404,0,0.15,0.841,131.43,163026,4
76,OneRepublic,"I Ain’t Worried (Music From The Motion Picture ""Top Gun: Maverick"")",I Ain't Worried,4h9wh7iOZ0GGn8QVp4RAOB,0.704,0.797,0,-5.927,1,0.0475,0.000745,0.0546,0.825,139.994,148486,4
77,Beyoncé,RENAISSANCE,SUMMER RENAISSANCE,3HyR1j49TY5ACP2lseF1jx,0.674,0.625,1,-9.593,1,0.0514,0.0015,0.11,0.208,120.004,273998,4
78,Bad Bunny,Un Verano Sin Ti,Ojitos Lindos,3k3NWokhRRkEPhCzPmV8TW,0.647,0.686,3,-5.745,0,0.0413,1.34e-06,0.528,0.268,79.928,258299,4
79,Demi Lovato,29,29,3gXWe15nwrjfhjYQ5RqLx7,0.322,0.698,1,-3.812,0,0.0542,0,0.249,0.288,183.963,163028,4
80,Beyoncé,RENAISSANCE,ALIEN SUPERSTAR,1Hohk6AufHZOrrhMXZppax,0.545,0.641,10,-6.398,0,0.0998,6.59e-05,0.171,0.464,121.892,215460,4
81,David Guetta,I'm Good (Blue),I'm Good (Blue),4uUG5RXrOk84mYEfFvj3cK,0.561,0.965,7,-3.673,0,0.0343,7.07e-06,0.371,0.304,128.04,175238,4
82,Lewis Capaldi,Forget Me,Forget Me,5uSFGgIfHMT3osrAd9n9ym,0.669,0.742,1,-3.518,0,0.0441,0,0.355,0.716,101.982,203472,4
83,Elton John,Hold Me Closer,Hold Me Closer,72yP0DUlWPyH8P7IoxskwN,0.667,0.75,0,-4.602,1,0.0906,0.000198,0.197,0.486,126.041,202246,4
84,Rema,Calm Down (with Selena Gomez),Calm Down (with Selena Gomez),0WtM2NBVQNNJLh6scP13H8,0.801,0.806,11,-5.206,1,0.0381,0.000669,0.114,0.802,106.999,239318,4
85,Lil Nas X,STAR WALKIN' (League of Legends Worlds Anthem),STAR WALKIN' (League of Legends Worlds Anthem),38T0tPVZHcPZyhtOcCP7pF,0.637,0.715,2,-4.971,0,0.0455,0,0.0892,0.308,141.872,210576,4
86,Taylor Swift,Midnights,Snow On The Beach (feat. Lana Del Rey),1wtOxkiel43cVs0Yux5Q4h,0.663,0.319,9,-13.481,1,0.0375,0.000993,0.117,0.193,109.957,256124,4
87,Manuel Turizo,La Bachata,La Bachata,5ww2BF9slyYgNOk37BlC4u,0.835,0.679,7,-5.329,0,0.0364,1.98e-06,0.218,0.85,124.98,162638,4
88,Rosa Linn,SNAP PACK,SNAP,6zJejIfVYLgjud3lTk4DLB,0.565,0.636,0,-8.198,1,0.0638,9.9e-06,0.447,0.525,170.01,179551,4
89,Stephen Sanchez,Easy On My Eyes,Until I Found You,6VhuP99TE6gYNQRJIlAWFD,0.346,0.5,10,-6.097,1,0.0388,0,0.189,0.191,202.466,176667,3
90,SZA,Shirt,Shirt,34ZAzO78a5DAVNrYIGWcPm,0.824,0.453,3,-9.604,0,0.0968,0.0273,0.0896,0.552,119.959,181831,4
91,Stephen Sanchez,Until I Found You,Until I Found You,0T5iIrXA4p5GsubkhuBIKV,0.539,0.508,10,-6.05,1,0.0288,0,0.174,0.227,101.358,177720,3
92,Meghan Trainor,Takin' It Back,Made You Look,0QHEIqNKsMoOY5urbzN48u,0.838,0.525,10,-3.562,1,0.0665,1.92e-06,0.0771,0.884,144.981,134256,4
93,Taylor Swift,Midnights,Midnight Rain,3rWDp9tBPQR9z6U5YyRSK4,0.643,0.363,0,-11.738,1,0.0767,5.17e-05,0.115,0.23,139.865,174783,4
