,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
14,XXXTENTACION,17,Jocelyn Flores,7m9OqQk4RVRkw9JJdeAw96,0.872,0.391,0,-9.144,0,0.242,4.13e-06,0.297,0.437,134.021,119133,4
15,Travis Scott,Birds In The Trap Sing McKnight,goosebumps,6gBFPUFcJLzWGx4lenP6h2,0.841,0.728,7,-3.37,1,0.0484,0,0.149,0.43,130.049,243837,4
16,Kendrick Lamar,DAMN.,HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS,0.908,0.621,1,-6.638,0,0.102,5.39e-05,0.0958,0.421,150.011,177000,4
17,Harry Styles,Harry Styles,Sign of the Times,5Ohxk2dO5COHF1krpoPigN,0.516,0.595,5,-4.63,1,0.0313,0,0.109,0.222,119.972,340707,4
18,Bruno Mars,24K Magic,That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,0.853,0.56,1,-4.961,1,0.0406,0,0.0944,0.86,134.066,206693,4
19,Future,FUTURE,Mask Off,0VgkVdmE4gld66l8iyGjgx,0.833,0.434,2,-8.795,1,0.431,0.0219,0.165,0.281,150.062,204600,4
20,Drake,More Life,Passionfruit,5mCPDVBb16L4XQwDdbRUpz,0.809,0.463,11,-11.377,1,0.0396,0.085,0.109,0.364,111.98,298941,4
21,Lil Uzi Vert,Luv Is Rage 2,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,0.732,0.75,11,-6.366,0,0.231,0,0.109,0.401,155.096,182707,4
22,MGMT,Little Dark Age,Little Dark Age,2Y0iGXY6m6immVb2ktbseM,0.705,0.712,6,-6.156,1,0.0385,0.000855,0.1,0.62,97.512,299960,4
23,Sean Paul,Mad Love The Prequel,No Lie,48QmG1dfvMuYLxMPt7KSRA,0.742,0.882,7,-2.862,1,0.117,0,0.206,0.463,102.04,221176,4
24,Charlie Puth,Voicenotes,Attention,5cF0dROlMOK5uNZtivgu50,0.775,0.613,3,-4.586,0,0.0542,2.33e-05,0.134,0.797,100.066,208787,4
25,Childish Gambino,"""Awaken, My Love!""",Redbone,0WtDGnWL2KrMCk0mI1Gpwz,0.745,0.353,1,-10.614,1,0.0983,0.00662,0.118,0.598,160.111,326933,4
26,Kendrick Lamar,DAMN.,LOVE. FEAT. ZACARI.,6PGoSes0D9eUDeeAafB2As,0.8,0.585,10,-7.343,1,0.0924,0,0.153,0.779,126.058,213400,4
27,Chord Overstreet,Hold On,Hold On,5vjLSffimiIP26QG5WcN2K,0.618,0.443,2,-9.681,1,0.0526,0,0.0829,0.167,119.949,198853,4
28,Post Malone,Stoney (Deluxe),Congratulations,3a1lNhkSLSkpJE4MSHpDu9,0.63,0.804,6,-4.183,1,0.0363,0,0.253,0.492,123.146,220293,4
29,Shawn Mendes,Illuminate (Deluxe),Mercy,0AS63m1wHv9n4VVRizK6Hc,0.555,0.662,11,-4.952,0,0.0827,0,0.111,0.356,148.128,208733,4
30,French Montana,Jungle Rules,Unforgettable,3B54sVLJ402zGa6Xm4YGNe,0.726,0.769,6,-5.043,1,0.123,0.0101,0.104,0.733,97.985,233902,4
31,Imagine Dragons,Evolve,Whatever It Takes,6Qn5zhYkTa37e91HC1D7lb,0.672,0.655,10,-5.021,0,0.0311,0,0.117,0.556,134.945,201240,4
32,The Weeknd,Starboy,I Feel It Coming,3dhjNA0jGA8vHBQ1VdD6vV,0.773,0.819,0,-5.946,0,0.118,0,0.0679,0.585,92.987,269187,4
33,Dua Lipa,Dua Lipa (Deluxe),New Rules,2ekn2ttSfGqwhhate0LSR0,0.762,0.7,9,-6.021,0,0.0694,1.56e-05,0.153,0.608,116.073,209320,4
34,Ed Sheeran,÷ (Deluxe),Happier,2RttW7RAu5nOAfq6YFvApB,0.522,0.385,0,-7.355,1,0.0288,0,0.135,0.236,89.792,207520,4
35,Khalid,American Teen,Young Dumb & Broke,5Z3GHaZ6ec9bsiI5BenrbY,0.799,0.539,1,-6.351,1,0.0421,1.66e-05,0.165,0.394,136.948,202547,4
36,Taylor Swift,reputation Stadium Tour Surprise Song Playlist,I Don’t Wanna Live Forever (Fifty Shades Darker),55n9yjI6qqXh5F2mYvUc2y,0.731,0.445,0,-8.418,1,0.0533,1.96e-05,0.14,0.106,117.97,247160,4
37,Axwell /\ Ingrosso,More Than You Know,More Than You Know,6h5PAsRni4IRlxWr6uDPTP,0.646,0.741,5,-4.973,0,0.034,0,0.312,0.571,123.077,203000,4
38,Rag'n'Bone Man,Human (Deluxe),Human,58zsLZPvfflaiIbNWoA22O,0.602,0.707,9,-4.097,1,0.302,0,0.165,0.554,75.087,200187,4
39,Kendrick Lamar,DAMN.,DNA.,6HZILIRieu8S0iqY8kIKhj,0.638,0.523,1,-6.664,1,0.357,0,0.0842,0.422,139.913,185947,4
40,Post Malone,Stoney (Deluxe),I Fall Apart,75ZvA4QfFiZvzhj2xkaWAh,0.556,0.538,8,-5.408,0,0.0382,0,0.196,0.291,143.95,223347,4
41,Taylor Swift,reputation,Look What You Made Me Do,1P17dC1amhFzptugyAO7Il,0.766,0.709,9,-6.471,0,0.123,1.41e-05,0.126,0.506,128.07,211853,4
42,Bruno Mars,24K Magic,24K Magic,6b8Be6ljOzmkOmFslEb23P,0.818,0.803,1,-4.282,1,0.0797,0,0.153,0.632,106.97,225983,4
43,Travis Scott,ASTROWORLD,BUTTERFLY EFFECT,2cYqizR4lgvp4Qu6IQ3qGN,0.763,0.628,11,-5.85,1,0.05,0,0.114,0.193,140.958,190557,4
44,A Boogie Wit da Hoodie,The Bigger Artist,Drowning (feat. Kodak Black),1f5cbQtDrykjarZVrShaDI,0.839,0.81,5,-5.274,0,0.0568,0,0.117,0.814,129.014,209269,4
45,Ed Sheeran,÷ (Deluxe),Galway Girl,0afhq8XCExXpqazXczTSve,0.624,0.876,9,-3.374,1,0.1,0,0.327,0.781,99.943,170827,4
46,Playboi Carti,Playboi Carti,Magnolia,1e1JKLEDKP7hEQzJfNAgPl,0.791,0.582,11,-7.323,0,0.286,0,0.35,0.443,162.991,181812,4
47,21 Savage,Issa Album,Bank Account,5eqK0tbzUPo2SoeZsov04s,0.884,0.347,8,-8.227,0,0.35,7e-06,0.0871,0.376,75.016,220307,4
48,G-Eazy,The Beautiful & Damned,Him & I (with Halsey),5k38wzpLb15YgncyWdTZE4,0.589,0.731,2,-6.343,1,0.0868,0,0.308,0.191,87.908,268867,4
49,Avicii,AVĪCI (01),Without You (feat. Sandro Cavazza),6Pgkp4qUoTmJIPn7ReaGxL,0.662,0.858,2,-4.844,1,0.0428,0,0.0456,0.295,133.993,181673,4
50,Khalid,American Teen,Location,152lZdxL1OR0ZMW6KquMif,0.736,0.449,1,-11.462,0,0.425,0.000162,0.0898,0.326,80.126,219080,4
51,Ed Sheeran,÷ (Deluxe),Castle on the Hill,6PCUP3dWmTjcTtXY02oFdT,0.461,0.834,2,-4.868,1,0.0989,1.14e-05,0.14,0.471,135.007,261154,4
52,Martin Garrix,Scared to Be Lonely,Scared to Be Lonely,3ebXMykcMXOcLeJ9xZ17XH,0.584,0.54,1,-7.786,0,0.0576,0,0.261,0.195,137.972,220883,4
53,Calvin Harris,Funk Wav Bounces Vol.1,"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",5bcTCxgc7xVfSaMV3RuVke,0.893,0.745,11,-3.105,0,0.0571,0,0.0943,0.872,101.018,223413,4
54,Rob $tone,Chill Bill (feat. J. Davi$ & Spooks),Chill Bill (feat. J. Davi$ & Spooks),5uDASfU19gDxSjW8cnCaBp,0.886,0.427,6,-10.028,1,0.145,0.00099,0.0906,0.23,108.034,177184,4
55,SZA,Ctrl,Love Galore (feat. Travis Scott),0q75NwOoFiARAVp4EXU4Bs,0.795,0.594,0,-6.2,1,0.0748,0,0.162,0.409,135.002,275080,4
56,Logic,Everybody,1-800-273-8255,5tz69p7tJuGPeMGwNTxYuV,0.62,0.574,5,-7.788,0,0.0479,0,0.19,0.357,100.023,250173,4
57,Portugal. The Man,Woodstock,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,0.801,0.795,1,-5.115,0,0.0504,0.000113,0.0717,0.754,79.028,163253,4
58,ZAYN,Dusk Till Dawn (feat. Sia) [Radio Edit],Dusk Till Dawn (feat. Sia) - Radio Edit,1j4kHkkpqZRBwE0A4CN4Yv,0.259,0.437,11,-6.589,0,0.0386,1.32e-06,0.106,0.0951,180.042,239000,4
59,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Let Me Go (with Alesso, Florida Georgia Line & watt)",5Gu0PDLN4YJeW75PpBSg9p,0.664,0.708,8,-4.154,1,0.0474,0,0.0841,0.742,103.07,174800,4
60,Rae Sremmurd,SremmLife 2 (Deluxe),Swang,6mapJIPnQ23RTAevUoE0DL,0.681,0.314,8,-9.319,1,0.0581,9.82e-06,0.1,0.166,139.992,208120,4
61,Migos,Culture,Bad and Boujee (feat. Lil Uzi Vert),0M9ydKzuF3oZTfYYPfaGX1,0.926,0.666,11,-5.314,1,0.244,0,0.123,0.168,127.079,343150,4
62,Lil Peep,"Come Over When You're Sober, Pt. 1",Save That Shit,64PgpLHuQK3UJ5qZ875Vei,0.534,0.583,2,-8.672,1,0.0288,0,0.421,0.145,106.0,231547,4
63,Taylor Swift,reputation,...Ready For It?,2yLa0QULdQr0qAIvVwN6B5,0.613,0.764,2,-6.509,1,0.136,0,0.197,0.417,160.015,208187,4
64,Sam Smith,The Thrill Of It All (Special Edition),Too Good At Goodbyes,3VlbOrM6nYPprVvzBZllE5,0.681,0.372,5,-8.237,1,0.0432,0,0.169,0.476,91.873,201000,4
65,Zedd,Stay,Stay,6uBhi9gBXWjanegOb2Phh0,0.69,0.622,5,-5.025,0,0.0622,0,0.116,0.544,102.04,210091,4
66,Clean Bandit,What Is Love? (Deluxe Edition),Symphony (feat. Zara Larsson),72gv4zhNvRVdQA0eOenCal,0.715,0.605,0,-5.128,0,0.0428,1.41e-05,0.189,0.454,122.956,212733,4
67,Russ,There's Really A Wolf,Losin Control,4cxMGhkinTocPSVVKWIw0d,0.759,0.245,6,-6.545,1,0.138,0.000154,0.102,0.209,96.992,237507,4
68,Demi Lovato,Tell Me You Love Me,Sorry Not Sorry,0yvPEnB032fojLfVluFjUv,0.706,0.643,11,-6.929,0,0.234,0,0.262,0.885,143.931,203760,4
69,Rae Sremmurd,SremmLife 2 (Deluxe),Black Beatles,6fujklziTHa8uoM5OQSfIo,0.794,0.632,0,-6.163,1,0.0649,0,0.128,0.355,145.926,291893,4
70,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Swalla (feat. Nicki Minaj & Ty Dolla $ign),6kex4EBAj0WHXDKZMEJaaF,0.696,0.817,1,-3.862,1,0.109,0,0.187,0.782,98.064,216409,4
71,Natti Natasha,Criminal,Criminal,6Za3190Sbw39BBC77WSS1C,0.814,0.813,2,-3.023,0,0.0561,9.33e-05,0.255,0.839,79.997,232550,4
72,Niall Horan,Flicker (Deluxe),Slow Hands,2cOUlop2ZakjOKe4WinesN,0.735,0.425,0,-6.648,1,0.0464,0,0.055,0.848,85.896,188174,4
73,Lorde,Melodrama,Liability,6Kkt27YmFyIFrcX3QXFi2o,0.587,0.229,10,-11.254,0,0.128,0,0.1,0.379,75.67,171728,4
74,Miley Cyrus,Younger Now,Malibu,1UZOjK1BwmwWU14Erba9CZ,0.573,0.781,8,-6.406,1,0.0555,2.64e-05,0.0813,0.343,139.934,231907,4
75,Julia Michaels,Nervous System,Issues,7vu0JkJh0ldukEYbTVcqd0,0.728,0.415,8,-6.852,1,0.0639,0,0.0616,0.455,114.145,176320,4
76,The Chainsmokers,Memories...Do Not Open,Paris,72jbDTw1piOOj770jWNeaG,0.653,0.658,2,-6.428,1,0.0304,1.66e-06,0.0939,0.219,99.99,221507,4
77,P!nk,Beautiful Trauma,What About Us,0Qh38w01QRXK6KHIv0e3hb,0.491,0.588,1,-6.177,1,0.0506,2.01e-06,0.0906,0.193,113.608,269600,4
78,A$AP Ferg,Still Striving,Plain Jane,4dVpf9jZjcORqGTLUaeYj9,0.797,0.844,11,-5.482,1,0.275,0,0.087,0.52,170.142,173600,4
79,Macklemore,GEMINI,Glorious (feat. Skylar Grey),0CokSRCu5hZgPxcZBaEzVE,0.731,0.794,0,-5.126,0,0.0522,2.59e-05,0.112,0.356,139.994,220454,4
80,Drake,More Life,Fake Love,343YBumqHu19cGoGARUTsd,0.928,0.481,9,-9.35,0,0.287,0,0.176,0.613,134.007,210937,4
81,Alessia Cara,Know-It-All (Deluxe),Scars To Your Beautiful,42ydLwx4i5V49RXHOozJZq,0.319,0.739,0,-5.74,1,0.272,0,0.111,0.449,194.169,230227,4
82,Aminé,Good For You,Caroline,5hTpBe8h35rJ67eAWHQsJx,0.94,0.335,5,-10.179,0,0.505,0,0.262,0.707,120.04,209640,4
83,Miguel,War & Leisure,Sky Walker (feat. Travis Scott),5WoaF1B5XIEnWfmb5NZikf,0.674,0.506,6,-10.532,1,0.0434,0,0.0866,0.183,145.965,259333,4
84,J Balvin,Vibras,Mi Gente,7COfe3P7KgfwDwIRB8LIDw,0.548,0.704,11,-4.838,0,0.0777,2.25e-05,0.143,0.288,104.666,185040,4
85,blackbear,digital druglord,do re mi,6Se3x9ANMLv0dCDsjGmEjh,0.745,0.593,8,-6.35,1,0.0524,5.06e-06,0.123,0.17,111.001,212027,3
86,Kodak Black,Painting Pictures,Tunnel Vision,4Q3N4Ct4zCuIHuZ65E3BD4,0.497,0.489,11,-7.724,0,0.294,9.91e-05,0.122,0.231,171.853,268187,4
87,Lorde,Melodrama,Green Light,6ie2Bw3xLj2JcGowOlcMhb,0.594,0.721,2,-7.812,1,0.0957,8.55e-06,0.0879,0.253,128.942,234653,4
88,Cardi B,Invasion of Privacy,Bodak Yellow,6KBYefIoo7KydImq1uUQlL,0.926,0.703,11,-6.337,0,0.103,0,0.231,0.485,125.022,223713,4
89,Kendrick Lamar,DAMN.,ELEMENT.,1EaKU4dMbesXXd3BrLCtYG,0.748,0.705,4,-4.547,0,0.485,0,0.246,0.483,189.891,208733,4
90,Calvin Harris,Slide (feat. Frank Ocean & Migos),Slide (feat. Frank Ocean & Migos),6gpcs5eMhJwax4mIfKDYQk,0.736,0.795,1,-3.299,0,0.0545,1.21e-06,0.254,0.511,104.066,230813,4
91,Lana Del Rey,Lust For Life,Lust For Life (with The Weeknd),0mt02gJ425Xjm7c3jYkOBn,0.504,0.655,0,-8.644,0,0.0542,0.00193,0.364,0.262,99.982,264066,4
92,The Vamps,Night & Day (Night Edition),All Night,0dXNQ8dckG4eYfEtq9zcva,0.538,0.804,8,-5.194,1,0.0358,0,0.33,0.507,144.992,197640,4
93,KYLE,iSpy (feat. Lil Yachty),iSpy (feat. Lil Yachty),2EEeOnHehOozLq4aS0n6SL,0.746,0.653,7,-6.745,1,0.289,0,0.229,0.672,75.016,253107,4
94,Selena Gomez,Fetish (feat. Gucci Mane),Fetish (feat. Gucci Mane),4lnAN2S1fcI0SjxEbksZVr,0.708,0.618,2,-4.424,1,0.0592,6.81e-06,0.062,0.265,123.013,186113,4
95,Migos,Culture,Slippery (feat. Gucci Mane),0TBgMKD86t1VP3IzhxCoUl,0.92,0.675,1,-5.661,0,0.263,0,0.104,0.749,141.967,304041,4
96,Hailee Steinfeld,Most Girls,Most Girls,10GJQkjRJcZhGTLagFOC62,0.756,0.572,9,-7.019,1,0.0763,0,0.0853,0.417,102.986,204400,4
97,G-Eazy,The Beautiful & Damned,No Limit,2DQ1ITjI0YoLFzuADN1ZBW,0.838,0.771,1,-3.791,1,0.244,0,0.0853,0.405,175.957,245387,4
98,Foster The People,Sacred Hearts Club,Sit Next to Me,4BdGO1CaObRD4La9l5Zanz,0.638,0.738,6,-4.976,0,0.0292,0.000384,0.689,0.657,97.021,243147,4
99,Avicii,AVĪCI (01),Lonely Together (feat. Rita Ora),75NhhYjHO43mvZgYtnXgti,0.655,0.666,5,-5.309,1,0.0612,2.12e-05,0.0683,0.272,102.977,181812,4
