,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
30,ScHoolboy Q,Oxymoron (Deluxe),Collard Greens,0zO8ctW0UiuOefR87OeJOZ,0.825,0.575,11,-4.87,1,0.0633,9.94e-06,0.205,0.65,153.954,299960,4
31,Lorde,Pure Heroine,Team,3G6hD9B2ZHOsgf4WfNu7X1,0.69,0.578,6,-7.436,1,0.0929,0,0.305,0.416,99.961,193059,4
32,Mr. Probz,Waves (Robin Schulz Radio Edit),Waves - Robin Schulz Radio Edit,1HFfMOxCAT4GAwaPfCdmUs,0.829,0.51,5,-9.334,0,0.0369,0.00143,0.0829,0.45,119.994,208133,4
33,Becky G,Shower,Shower,3DmW6y7wTEYHJZlLo1r6XJ,0.699,0.529,2,-7.548,1,0.0487,3.59e-05,0.285,0.121,119.987,206167,4
34,Nico & Vinz,Black Star Elephant,Am I Wrong,1fidCEsYlaVE3pHwKCvpFZ,0.729,0.675,8,-6.003,1,0.0312,1.58e-06,0.55,0.779,119.968,245867,4
35,Calvin Harris,Motion,Blame (feat. John Newman),07nH4ifBxUB4lZcsf44Brn,0.414,0.857,0,-4.078,0,0.0808,0.00574,0.343,0.348,128.024,212960,4
36,Ariana Grande,My Everything (Deluxe),Break Free,12KUFSHFgT0XCoiSlvdQi4,0.687,0.702,7,-5.324,0,0.0455,4.35e-05,0.204,0.284,129.956,214840,4
37,Labrinth,Jealous - EP,Jealous,4G92yYrUs0cvY7G41YRI0z,0.439,0.153,1,-8.95,1,0.0479,0,0.107,0.104,116.76,287693,3
38,Alex & Sierra,It's About Us,Little Do You Know,1almCHdsfikRPfVB9VrEdT,0.5,0.292,0,-8.554,1,0.0323,0,0.188,0.37,145.879,185200,4
39,Echosmith,Talking Dreams (Deluxe Edition),Cool Kids,13P5rwmk2EsoFRIz9UCeh9,0.719,0.671,8,-6.279,1,0.0336,8.21e-06,0.12,0.786,130.027,237627,4
40,Various Artists,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),"Let It Go - From ""Frozen""/Soundtrack Version",0qcr5FMsEO85NAQjrlDRKo,0.543,0.485,8,-6.85,1,0.0305,0,0.12,0.371,136.961,223840,4
41,Coldplay,Ghost Stories,Magic,23khhseCLQqVMCIT1WMAns,0.738,0.482,6,-8.917,0,0.0402,0.621,0.106,0.352,93.457,285014,4
42,The Script,No Sound Without Silence,Superheroes,37sINbJZcFdHFAsVNsPq1i,0.49,0.885,3,-4.121,1,0.0396,0,0.0741,0.64,166.996,245467,4
43,Tove Lo,Queen Of The Clouds,Habits (Stay High),14OxJlLdcHNpgsm4DRwDOB,0.729,0.65,5,-3.539,1,0.0313,6.69e-05,0.0829,0.347,110.02,209160,4
44,A Great Big World,Is There Anybody Out There?,Say Something,6Vc5wAMmXdKIAM7WUoEb7N,0.407,0.147,2,-8.822,1,0.0355,2.89e-06,0.0913,0.0765,141.284,229400,3
45,Ariana Grande,My Everything (Deluxe),Problem,7vS3Y0IKjde7Xg85LWIEdP,0.66,0.805,1,-5.352,0,0.153,8.83e-06,0.159,0.625,103.008,193920,4
46,Jeremih,Late Nights: The Album,Don't Tell 'Em,0Dc7J9VPV4eOInoxUiZrsL,0.856,0.527,2,-5.225,1,0.0997,0,0.11,0.386,98.052,266840,4
47,Taylor Swift,1989,Shake It Off,5xTtaWoae3wi06K5WfVUUH,0.647,0.785,7,-5.414,1,0.165,0,0.148,0.943,160.015,219200,4
48,Calvin Harris,Motion,Under Control (feat. Hurts),4J7CKHCF3mdL4diUsmW8lq,0.544,0.915,8,-3.405,1,0.0841,0.000914,0.115,0.51,126.094,184280,4
49,Milky Chance,Sadnecessary,Stolen Dance,6vECYJHxYmm3Ydt3fF01pE,0.885,0.581,11,-8.813,1,0.0378,0.000204,0.0759,0.728,114.016,313684,4
50,Tinashe,Aquarius,2 On (feat. ScHoolboy Q),3jVtllWS5CFFWLQng8sKsr,0.742,0.595,9,-7.51,1,0.107,0,0.111,0.431,101.013,227000,4
51,Chris Brown,X (Expanded Edition),Loyal (feat. Lil Wayne & Tyga),5BrTUo0xP1wKXLJWUaGFtk,0.841,0.522,10,-5.963,0,0.049,1.37e-06,0.188,0.616,99.059,264947,4
52,Lilly Wood and The Prick,Prayer in C,Prayer in C - Robin Schulz Radio Edit,5fnA9mkIfScSqHIpeDyvck,0.763,0.875,9,-5.797,0,0.0262,5.41e-06,0.599,0.8,123.013,189413,4
53,Bobby Shmurda,Hot N*gga,Hot N*gga,19gEmPjfqSZT0ulDRfjl0m,0.794,0.51,9,-7.314,1,0.42,1.81e-06,0.0562,0.18,167.879,194561,4
54,Route 94,My Love (feat. Jess Glynne),My Love (feat. Jess Glynne),61UQzeiIluhpzpMdY4ag3q,0.814,0.622,8,-7.573,1,0.0492,0.72,0.0658,0.726,119.976,259934,4
55,Ed Sheeran,x (Deluxe Edition),Don't,1huvTbEYtgltjQRXzrNKGi,0.806,0.608,1,-7.008,1,0.0659,0,0.635,0.849,95.049,219840,4
56,5 Seconds of Summer,5 Seconds Of Summer,She Looks So Perfect,1gugDOSMREb34Xo0c1PlxM,0.494,0.951,9,-4.237,1,0.132,0,0.327,0.441,160.025,202496,4
57,Clean Bandit,Rather Be (feat. Jess Glynne),Rather Be (feat. Jess Glynne),3s4U7OHV7gnj42VV72eSZ6,0.799,0.586,11,-6.735,1,0.0377,2.03e-06,0.193,0.549,120.97,227833,4
58,ScHoolboy Q,Oxymoron (Deluxe),Man Of The Year,5SsR3wtCOafDmZgvIdRhSm,0.749,0.865,3,-5.228,1,0.0413,0,0.198,0.371,111.914,216013,4
59,Disclosure,Settle (Deluxe),Latch,1DunhgeZSEgWiIYbHqXl0c,0.729,0.735,1,-5.455,1,0.0919,0.000193,0.089,0.544,121.986,255867,4
60,Beyoncé,BEYONCÉ [Platinum Edition],Drunk in Love (feat. Jay-Z),6jG2YzhxptolDzLHTGLt7S,0.583,0.621,5,-6.902,0,0.0479,0.00106,0.181,0.399,140.036,323480,4
61,DJ Snake,Turn Down for What,Turn Down for What,67awxiNHNyjMXhVgsHuIrs,0.818,0.799,1,-4.1,0,0.156,0.128,0.057,0.0815,100.014,213733,4
62,Olly Murs,Never Been Better (Expanded Edition),Up (feat. Demi Lovato),1RidHM9BC4M8DpfSQ6YLJh,0.692,0.831,9,-5.389,1,0.034,0,0.103,0.676,114.972,224294,4
63,Ed Sheeran,x (Deluxe Edition),Sing,6K8qKeWo5MsFED7wCR6Kop,0.818,0.67,8,-4.451,0,0.0472,1.22e-06,0.0601,0.939,119.988,235382,4
64,Kid Ink,My Own Lane (Expanded Edition),Show Me (feat. Chris Brown),4q6dqyGM25sKFU8nYAGRe4,0.711,0.508,7,-7.299,1,0.0502,0,0.141,0.663,98.098,217800,4
65,Chris Brown,X (Expanded Edition),New Flame (feat. Usher & Rick Ross),3fBbfrWZUuWWrMQXFISr7N,0.702,0.629,1,-4.292,1,0.041,0,0.0963,0.446,141.967,244227,4
66,Enrique Iglesias,SEX AND LOVE (Deluxe),Bailando - Spanish Version,32lm3769IRfcnrQV11LO4E,0.723,0.777,7,-3.503,1,0.108,3.68e-06,0.0451,0.961,91.017,243413,4
67,DJ Snake,You Know You Like It,You Know You Like It,57kR5SniQIbsbVoIjjOUDa,0.407,0.725,5,-5.346,0,0.188,2.46e-06,0.306,0.247,196.093,247267,4
68,Ellie Goulding,Halcyon Nights,Burn,5lF0pHbsJ0QqyIrLweHJPW,0.555,0.772,1,-5.007,1,0.0523,0,0.105,0.346,86.921,231213,4
69,George Ezra,Wanted on Voyage (Expanded Edition),Blame It on Me,2vzMWO0T008m86yDnXwkII,0.537,0.757,3,-3.374,1,0.0274,0,0.341,0.421,103.882,196400,4
70,Natalie La Rose,Somebody,Somebody,7ioiB40H9xKs04QtIso2I3,0.83,0.52,0,-8.714,1,0.0376,1.25e-05,0.0656,0.735,104.99,189907,4
71,Oliver Heldens,Gecko (Overdrive) [Radio Edit],Gecko (Overdrive) - Radio Edit,483XiZ5o13Cc1zoWV7jGml,0.609,0.885,0,-5.469,1,0.0642,1.15e-05,0.336,0.76,124.959,165441,4
72,Sam Smith,In The Lonely Hour,Money On My Mind,5XX9oGZfgKMXdHnEp4t2JB,0.688,0.841,2,-5.217,1,0.179,0.000295,0.229,0.743,133.912,192670,4
73,Tove Lo,Queen Of The Clouds,Talking Body,2tpfxAXiI52znho4WE3XFA,0.736,0.761,4,-5.449,0,0.0338,0,0.0823,0.114,119.999,238427,4
74,Cold War Kids,Hold My Home,First,3omXshBamrREltcf24gYDC,0.468,0.692,2,-4.015,1,0.0295,2.39e-06,0.523,0.561,78.009,200360,4
75,Nicki Minaj,The Pinkprint (Deluxe),Anaconda,794F99D5BQHS5ZGRXAs7I5,0.964,0.605,9,-6.223,1,0.179,7.78e-06,0.214,0.646,129.994,260240,4
76,Paramore,Paramore (Deluxe Edition),Ain't It Fun,3yrvQHw6pQemsrCQEpMnKv,0.61,0.893,9,-3.681,1,0.0921,4.41e-05,0.021,0.673,104.031,296520,4
77,Tiësto,A Town Called Paradise,Red Lights,5L2l7mI8J1USMzhsmdjat9,0.654,0.83,10,-4.801,1,0.0366,1.13e-06,0.121,0.548,124.989,262200,4
78,Iggy Azalea,The New Classic,Black Widow,7pNC5ZIKtwUK0ReSpM3P9f,0.743,0.72,11,-3.753,1,0.124,0.000386,0.109,0.519,163.99,209423,4
79,Sia,1000 Forms Of Fear (Deluxe Version),Elastic Heart,5S9lfZu1YF8xKkgSsqL2Bd,0.421,0.791,9,-4.998,1,0.0496,1.48e-05,0.146,0.499,130.075,257200,4
80,Zedd,Clarity (Deluxe),Stay The Night - Featuring Hayley Williams Of Paramore,2QtJA4gbwe1AcanB2p21aP,0.596,0.738,8,-3.109,1,0.0411,0,0.0947,0.461,127.961,217347,4
81,Jason Derulo,Talk Dirty,Talk Dirty (feat. 2 Chainz),6g6A7qNhTfUgOSH7ROOxTD,0.76,0.652,6,-7.321,1,0.232,0,0.307,0.759,100.315,177685,4
82,Rita Ora,I Will Never Let You Down,I Will Never Let You Down,2ia7iiEtpiOL2ZVuWxBZGB,0.753,0.801,4,-3.215,1,0.0296,0,0.128,0.794,128.011,203467,4
83,Nick Jonas,Nick Jonas X2,Jealous - Remix,5NQJnRpJHRaupdegphntQT,0.684,0.71,11,-3.614,0,0.0779,0,0.444,0.451,93.007,222187,4
84,Taylor Swift,1989 (Deluxe Edition),Style,1fo2ctLqj3zBhRQKOXprol,0.588,0.791,7,-5.595,1,0.0402,0.00258,0.118,0.487,94.933,231000,4
85,Kiesza,Sound Of A Woman,Hideaway,51tUT1gHE30GQPhn1agudM,0.838,0.72,7,-4.135,0,0.0483,0.00696,0.0772,0.203,122.993,251987,4
86,Beyoncé,BEYONCÉ [Platinum Edition],XO,40xhyfAPDoMtv494MfPevP,0.47,0.793,0,-8.929,1,0.26,1.31e-06,0.313,0.216,170.1,215947,4
87,Sheppard,Bombs Away,Geronimo,19cL3SOKpwnwoKkII7U3Wh,0.705,0.78,7,-6.267,1,0.0805,0.00152,0.115,0.457,142.028,218228,4
88,G.R.L.,G.R.L.,Ugly Heart,3qqho4PnTn3zlMPBzWhFFD,0.65,0.786,9,-5.488,1,0.0463,0,0.323,0.446,124.96,198307,4
89,OneRepublic,Native,Love Runs Out,5BJSZocnCeSNeYMj3iVqM7,0.719,0.935,7,-3.752,1,0.0589,0,0.0973,0.738,120.022,224227,4
90,5 Seconds of Summer,5 Seconds Of Summer,Amnesia,1JCCdiru7fhstOIF4N7WJC,0.572,0.499,2,-5.237,1,0.0311,0,0.213,0.108,101.593,237248,4
91,Jason Derulo,Talk Dirty,Trumpets,5KONnBIQ9LqCxyeSPin26k,0.635,0.691,0,-4.862,1,0.258,0,0.097,0.638,82.142,217419,4
92,The Chainsmokers,#SELFIE,#SELFIE,1HOlb9rdNOmy9b1Fakicjo,0.789,0.916,0,-3.262,1,0.249,8.09e-06,0.077,0.658,127.956,183750,4
93,Trey Songz,Trigga Reloaded,Na Na,5LIleJbUUgtvYnBW9wfY1W,0.67,0.476,9,-6.253,0,0.0406,0,0.104,0.235,96.975,231907,4
94,Olly Murs,Never Been Better (Expanded Edition),Wrapped Up (feat. Travie McCoy),39lS97papXAI72StGRtZBo,0.787,0.837,1,-5.419,1,0.0556,0,0.155,0.918,122.004,185629,4
95,Tiësto,A Town Called Paradise (Deluxe),Wasted,7m3povhdMDLZwuEKak0l0n,0.638,0.816,2,-5.503,1,0.0308,0.00115,0.195,0.386,112.014,190014,4
96,Aloe Blacc,Lift Your Spirit,The Man,2stPxcgjdSImK7Gizl8ZUN,0.308,0.769,11,-7.256,0,0.065,0,0.214,0.488,81.853,254880,4
97,ZHU,THE NIGHTDAY,Faded,2GQEM9JuHu30sGFvRYeCxz,0.867,0.477,9,-7.183,0,0.049,0.175,0.113,0.614,124.979,223480,4
98,O.T. Genasis,CoCo,CoCo,2JI71GHwq2LN8mtq3iCLYo,0.886,0.628,8,-5.949,1,0.131,1.15e-05,0.31,0.178,119.906,239574,4
99,Howard Shore,The Hobbit: The Desolation of Smaug (Original Motion Picture Soundtrack),I See Fire,1fu5IQSRgPxJL2OTP7FVLW,0.633,0.0519,10,-21.107,0,0.0365,0,0.097,0.204,76.034,300747,4
